DATE,DEPTH,NO2
22/08/1988,1500,0.12
22/08/1988,1000,0.05
22/08/1988,2600,0.09
22/08/1988,2000,0.05
22/08/1988,100,0.04
22/08/1988,500,0.05
14/09/1988,500,0
14/09/1988,100,0
14/09/1988,2000,0.01
14/09/1988,1500,0
14/09/1988,2400,0.01
14/09/1988,1000,0.01
10/10/1988,100,0.29
10/10/1988,2000,1.08
10/10/1988,2500,0.69
10/10/1988,1000,1.14
10/10/1988,1500,1.2
10/10/1988,500,0.28
06/11/1988,100,0.01
06/11/1988,1500,0.02
06/11/1988,2000,0.54
06/11/1988,3500,0.51
06/11/1988,1000,0.01
06/11/1988,500,0
08/12/1988,2500,0.25
08/12/1988,1000,0.23
08/12/1988,1500,0.23
08/12/1988,2000,0.22
08/12/1988,500,0.24
08/12/1988,100,0.25
17/01/1989,1500,0.56
17/01/1989,1000,0.59
17/01/1989,2000,0.3
17/01/1989,500,0.63
17/01/1989,2500,0.29
17/01/1989,100,0.59
14/02/1989,2500,0.67
14/02/1989,100,1.27
14/02/1989,1500,1.23
14/02/1989,1000,1.29
14/02/1989,2000,0.85
14/02/1989,500,1.28
08/03/1989,2000,1.17
08/03/1989,2500,1.2
08/03/1989,1000,1.15
08/03/1989,500,1.15
08/03/1989,1500,1.15
08/03/1989,100,1.12
11/04/1989,2600,0.39
11/04/1989,500,0.21
11/04/1989,1000,0.2
11/04/1989,1500,0.2
11/04/1989,100,0.21
11/04/1989,2000,0.22
08/05/1989,1500,0.04
08/05/1989,2500,0.44
08/05/1989,2000,0.22
08/05/1989,500,0.04
08/05/1989,1000,0.03
08/05/1989,100,0.04
13/06/1989,1500,0.77
13/06/1989,500,0.1
13/06/1989,2000,0.33
13/06/1989,1000,0.24
13/06/1989,2500,0.16
13/06/1989,100,0.06
13/07/1989,1500,0.38
13/07/1989,1000,0.09
13/07/1989,2500,0.35
13/07/1989,2000,0.3
13/07/1989,500,0.04
13/07/1989,100,0.05
27/08/1989,2000,0.09
27/08/1989,100,0.07
27/08/1989,500,0.06
27/08/1989,2500,0.13
27/08/1989,1500,0.06
27/08/1989,1000,0.08
12/09/1989,100,0.08
12/09/1989,1000,0.1
12/09/1989,500,0.09
12/09/1989,2000,0.23
12/09/1989,1500,0.13
12/09/1989,2700,0.12
17/10/1989,1500,0.08
17/10/1989,100,0.04
17/10/1989,1000,0.03
17/10/1989,500,0.06
17/10/1989,2700,0.3
17/10/1989,2000,0.04
20/11/1989,1000,0.17
20/11/1989,2000,
20/11/1989,1500,
20/11/1989,2700,0.68
20/11/1989,100,0.08
20/11/1989,500,0.09
18/12/1989,1000,0.2
18/12/1989,2700,0.31
18/12/1989,500,0.18
18/12/1989,1500,0.2
18/12/1989,2000,0.2
18/12/1989,100,0.21
17/01/1990,200,
17/01/1990,2000,
17/01/1990,1000,
22/01/1990,2000,0.41
22/01/1990,1500,0.44
22/01/1990,1000,0.45
22/01/1990,500,0.46
22/01/1990,2600,0.36
22/01/1990,100,0.46
14/02/1990,1000,0.65
14/02/1990,2700,0.82
14/02/1990,1500,0.65
14/02/1990,100,0.65
14/02/1990,500,0.66
14/02/1990,2000,0.63
13/03/1990,500,0.92
13/03/1990,2000,0.91
13/03/1990,1500,0.93
13/03/1990,100,0.92
13/03/1990,1000,0.91
13/03/1990,2500,0.9
17/04/1990,2500,0.66
17/04/1990,1500,0.14
17/04/1990,2000,0.29
17/04/1990,1000,0.13
17/04/1990,100,0.1
17/04/1990,500,0.12
19/06/1990,500,
19/06/1990,1000,
19/06/1990,100,
19/07/1990,1000,0.05
19/07/1990,1500,0.05
19/07/1990,2000,0.26
19/07/1990,500,0.09
19/07/1990,2500,0.47
19/07/1990,100,0.04
20/07/1990,1500,
20/07/1990,2000,
20/07/1990,2500,
21/08/1990,1500,0.01
21/08/1990,500,0.02
21/08/1990,100,0.01
21/08/1990,2600,0.2
21/08/1990,1000,0.02
21/08/1990,2000,0.07
18/09/1990,500,0.03
18/09/1990,100,0.04
18/09/1990,2600,0.08
18/09/1990,1500,0.04
18/09/1990,2000,0.2
18/09/1990,1000,0.03
16/10/1990,1000,0.11
16/10/1990,100,0.14
16/10/1990,1500,0.51
16/10/1990,2000,0.87
16/10/1990,2600,1.05
16/10/1990,500,0.12
14/11/1990,2500,0.54
14/11/1990,2600,0.54
14/11/1990,500,0.17
14/11/1990,100,0.17
14/11/1990,2000,0.47
14/11/1990,1000,0.22
14/11/1990,1500,0.28
13/12/1990,1000,0.4
13/12/1990,1500,0.4
13/12/1990,2000,0.4
13/12/1990,100,0.38
13/12/1990,500,0.39
13/12/1990,2400,0.41
15/01/1991,1000,0.63
15/01/1991,100,0.62
15/01/1991,500,0.63
15/01/1991,1500,0.62
15/01/1991,2000,0.5
15/01/1991,2500,0.44
15/01/1991,2700,0.42
13/02/1991,1500,1.14
13/02/1991,1000,1.14
13/02/1991,2600,1.12
13/02/1991,500,1.15
13/02/1991,100,1.14
13/02/1991,2000,1.13
20/03/1991,2000,0.9
20/03/1991,1000,0.49
20/03/1991,100,0.5
20/03/1991,2500,1.18
20/03/1991,500,0.47
20/03/1991,2700,1.19
20/03/1991,1500,0.51
15/04/1991,1500,0.33
15/04/1991,2500,0.37
15/04/1991,100,0.13
15/04/1991,2000,0.33
15/04/1991,1000,0.46
15/04/1991,2700,0.36
15/04/1991,500,0.46
21/05/1991,2000,
21/05/1991,500,0.09
21/05/1991,2500,
21/05/1991,1000,0.11
21/05/1991,100,0.09
21/05/1991,1500,0.45
17/06/1991,500,0.16
17/06/1991,1500,0.48
17/06/1991,2500,0.24
17/06/1991,2000,0.41
17/06/1991,2600,0.21
17/06/1991,1000,0.31
17/06/1991,100,0.09
22/07/1991,100,0.07
22/07/1991,2500,0.17
22/07/1991,1000,0.05
22/07/1991,500,0.04
22/07/1991,2700,0.15
22/07/1991,2000,0.14
22/07/1991,1500,0.15
14/08/1991,100,0.07
14/08/1991,1000,0.05
14/08/1991,1500,0.06
14/08/1991,500,0.04
14/08/1991,2700,0.17
14/08/1991,2000,0.26
10/09/1991,2600,0.17
10/09/1991,1000,0.03
10/09/1991,500,0.04
10/09/1991,100,0.04
10/09/1991,2000,0.21
10/09/1991,1500,0.05
10/09/1991,2500,0.19
17/10/1991,500,0.05
17/10/1991,2000,0.31
17/10/1991,1000,0.05
17/10/1991,1500,0.14
17/10/1991,2600,0.27
17/10/1991,100,0.01
12/11/1991,1000,0.09
12/11/1991,2500,0.21
12/11/1991,2000,0.18
12/11/1991,100,0.08
12/11/1991,1500,0.11
12/11/1991,500,0.08
12/12/1991,2000,0.22
12/12/1991,100,0.05
12/12/1991,1500,0.18
12/12/1991,1000,0.13
12/12/1991,500,0.07
12/12/1991,2600,0.45
12/12/1991,2500,0.34
30/01/1992,1500,0.25
30/01/1992,2700,0.6
30/01/1992,2000,0.26
30/01/1992,1000,0.25
30/01/1992,2500,0.63
30/01/1992,500,0.25
30/01/1992,100,0.25
11/02/1992,2000,0.4
11/02/1992,100,0.46
11/02/1992,500,0.4
11/02/1992,2500,0.77
11/02/1992,1500,0.41
11/02/1992,1000,0.44
20/02/1992,1000,0.38
20/02/1992,2700,0.49
20/02/1992,1500,0.41
20/02/1992,100,0.37
20/02/1992,2500,0.43
20/02/1992,2000,0.41
20/02/1992,500,0.38
27/02/1992,2000,0.5
27/02/1992,500,0.46
27/02/1992,1000,0.44
27/02/1992,2500,0.57
27/02/1992,100,0.46
27/02/1992,1500,0.45
04/03/1992,500,0.51
04/03/1992,2500,0.55
04/03/1992,1000,0.53
04/03/1992,100,0.51
04/03/1992,1500,0.52
04/03/1992,2000,0.55
19/03/1992,1500,0.61
19/03/1992,1000,0.47
19/03/1992,100,0.46
19/03/1992,500,0.44
19/03/1992,2000,0.6
19/03/1992,2500,0.67
26/03/1992,1000,0.19
26/03/1992,500,0.08
26/03/1992,1500,0.4
26/03/1992,2500,0.61
26/03/1992,2000,0.61
26/03/1992,100,0.05
30/03/1992,2700,0.66
30/03/1992,100,0.03
30/03/1992,1000,0.02
30/03/1992,500,0.02
30/03/1992,2500,0.66
30/03/1992,1500,0.02
30/03/1992,2000,0.4
21/04/1992,2700,0.4
21/04/1992,500,0.04
21/04/1992,1500,0.08
21/04/1992,100,0.02
21/04/1992,2000,0.2
21/04/1992,2500,0.39
21/04/1992,1000,0.02
13/05/1992,2000,0.25
13/05/1992,1500,0.13
13/05/1992,500,0.05
13/05/1992,2500,0.32
13/05/1992,2700,0.33
13/05/1992,100,0.05
13/05/1992,1000,0.09
16/06/1992,1000,0.02
16/06/1992,100,0.02
16/06/1992,2500,0.14
16/06/1992,2700,0.18
16/06/1992,2000,0.02
16/06/1992,500,0.02
16/06/1992,1500,0.03
09/07/1992,2500,0.42
09/07/1992,1500,0.05
09/07/1992,500,0.03
09/07/1992,2000,0.12
09/07/1992,2700,0.42
09/07/1992,1000,0.02
09/07/1992,100,0.02
06/08/1992,1500,0.02
06/08/1992,100,0.01
06/08/1992,1000,0.02
06/08/1992,500,0.01
06/08/1992,2000,0.03
06/08/1992,2500,0.02
17/08/1992,100,0.02
17/08/1992,1000,0.02
17/08/1992,1500,0.02
17/08/1992,2600,0.04
17/08/1992,2500,0.04
17/08/1992,2000,0.03
17/08/1992,500,0.02
27/08/1992,2500,0.06
27/08/1992,1000,0.01
27/08/1992,2000,0.05
27/08/1992,500,0.01
27/08/1992,1500,0.02
27/08/1992,100,0.01
03/09/1992,1000,0.09
03/09/1992,500,0.07
03/09/1992,2000,0.1
03/09/1992,100,0.09
03/09/1992,1500,0.09
03/09/1992,2500,0.2
09/09/1992,1500,0.09
09/09/1992,2000,0.26
09/09/1992,1000,0.03
09/09/1992,2500,0.26
09/09/1992,500,0.02
09/09/1992,100,0.01
09/09/1992,2700,0.27
17/09/1992,2000,0.58
17/09/1992,2500,0.62
17/09/1992,100,0.04
17/09/1992,500,0.04
17/09/1992,1500,0.02
17/09/1992,1000,0.04
24/09/1992,100,0.02
24/09/1992,500,0.01
24/09/1992,1000,0.02
24/09/1992,1500,0.02
24/09/1992,2000,0.98
24/09/1992,2500,1.17
01/10/1992,2500,0.08
01/10/1992,100,0.02
01/10/1992,1000,0.01
01/10/1992,500,0.02
01/10/1992,1500,0.04
01/10/1992,2000,0.01
12/10/1992,1000,0.02
12/10/1992,2700,0.27
12/10/1992,2500,0.28
12/10/1992,100,0.02
12/10/1992,2000,0.02
12/10/1992,500,0.02
12/10/1992,1500,0.02
16/11/1992,100,0.2
16/11/1992,1500,0.21
16/11/1992,2000,0.22
16/11/1992,2500,0.22
16/11/1992,500,0.21
16/11/1992,1000,0.21
15/12/1992,1500,0.27
15/12/1992,2500,0.25
15/12/1992,2000,0.25
15/12/1992,1000,0.26
15/12/1992,100,0.26
15/12/1992,2700,0.26
15/12/1992,500,0.27
19/01/1993,2700,0.55
19/01/1993,1500,0.66
19/01/1993,100,0.69
19/01/1993,2000,0.64
19/01/1993,500,0.68
19/01/1993,1000,0.67
19/01/1993,2500,0.55
02/02/1993,2500,0.42
02/02/1993,2000,0.43
02/02/1993,500,0.29
02/02/1993,1000,0.34
02/02/1993,1500,0.41
02/02/1993,100,0.3
10/02/1993,2000,0.48
10/02/1993,2500,0.55
10/02/1993,100,0.29
10/02/1993,1500,0.43
10/02/1993,1000,0.42
10/02/1993,500,0.3
14/02/1993,100,0.46
14/02/1993,1000,0.45
14/02/1993,500,0.47
14/02/1993,2000,0.17
14/02/1993,2500,0.15
14/02/1993,1500,0.3
14/02/1993,2700,0.15
24/02/1993,1000,0.76
24/02/1993,100,0.41
24/02/1993,2000,0.53
24/02/1993,500,0.55
24/02/1993,1500,0.37
24/02/1993,2500,0.42
04/03/1993,100,0.76
04/03/1993,500,0.76
04/03/1993,1000,0.74
04/03/1993,1500,0.76
04/03/1993,2500,0.6
04/03/1993,2000,0.69
09/03/1993,1000,0.67
09/03/1993,500,0.68
09/03/1993,2000,0.53
09/03/1993,100,0.69
09/03/1993,2500,0.42
09/03/1993,1500,0.61
16/03/1993,2700,0.46
16/03/1993,2000,0.63
16/03/1993,2500,0.47
16/03/1993,100,0.59
16/03/1993,500,0.59
16/03/1993,1500,0.62
16/03/1993,1000,0.68
24/03/1993,1500,0.39
24/03/1993,100,0.03
24/03/1993,2500,0.3
24/03/1993,500,0.13
24/03/1993,1000,0.43
24/03/1993,2000,0.41
31/03/1993,2500,0.66
31/03/1993,500,0
31/03/1993,1000,0.16
31/03/1993,2000,0.63
31/03/1993,100,0.01
31/03/1993,1500,0.5
05/04/1993,2000,0.61
05/04/1993,1500,0.48
05/04/1993,1000,0.22
05/04/1993,2500,0.74
05/04/1993,500,0.21
05/04/1993,100,0.21
15/04/1993,1500,0.13
15/04/1993,2700,1.15
15/04/1993,100,0.05
15/04/1993,2500,1.03
15/04/1993,1000,0.08
15/04/1993,2000,0.24
15/04/1993,500,0.06
21/04/1993,1000,0.08
21/04/1993,1500,0.07
21/04/1993,100,0.06
21/04/1993,500,0.08
21/04/1993,2500,0.7
21/04/1993,2000,0.16
17/05/1993,2600,1.51
17/05/1993,1500,0.02
17/05/1993,1000,0.02
17/05/1993,2000,0.16
17/05/1993,2500,1.08
17/05/1993,500,0.02
17/05/1993,100,0.02
14/06/1993,2700,0.36
14/06/1993,500,0.02
14/06/1993,2000,0.57
14/06/1993,100,0.01
14/06/1993,1000,0.27
14/06/1993,2500,0.41
14/06/1993,1500,0.59
13/07/1993,1500,0.31
13/07/1993,2500,0.14
13/07/1993,2700,0.12
13/07/1993,100,0.03
13/07/1993,500,0.02
13/07/1993,2000,0.37
13/07/1993,1000,0.03
23/08/1993,2700,0.07
23/08/1993,2500,0.07
23/08/1993,500,0.02
23/08/1993,1500,0.05
23/08/1993,100,0.02
23/08/1993,1000,0.02
23/08/1993,2000,0.1
16/09/1993,1000,0.03
16/09/1993,2500,0.11
16/09/1993,2000,0.03
16/09/1993,1500,0.03
16/09/1993,100,0.02
16/09/1993,500,0.03
16/09/1993,2700,0.06
12/10/1993,2700,0.69
12/10/1993,2000,0.05
12/10/1993,1000,0.03
12/10/1993,2500,1.1
12/10/1993,500,0.03
12/10/1993,1500,0.03
12/10/1993,100,0.02
15/11/1993,500,0.13
15/11/1993,2500,0.64
15/11/1993,1500,0.15
15/11/1993,2000,0.2
15/11/1993,100,0.11
15/11/1993,2600,0.63
15/11/1993,1000,0.14
16/12/1993,100,0.34
16/12/1993,500,0.32
16/12/1993,1000,0.18
16/12/1993,2700,0.2
16/12/1993,2500,0.19
16/12/1993,1500,0.18
16/12/1993,2000,0.19
25/01/1994,1500,0.37
25/01/1994,2700,0.21
25/01/1994,2500,0.2
25/01/1994,500,0.53
25/01/1994,300,
25/01/1994,100,0.53
25/01/1994,2000,0.26
25/01/1994,1000,0.4
25/01/1994,200,
23/02/1994,2000,0.6
23/02/1994,2600,0.6
23/02/1994,200,
23/02/1994,2500,0.61
23/02/1994,500,0.58
23/02/1994,300,
23/02/1994,1000,0.59
23/02/1994,100,0.58
23/02/1994,1500,0.59
15/03/1994,200,
15/03/1994,2000,0.63
15/03/1994,300,
15/03/1994,100,0.6
15/03/1994,2700,0.62
15/03/1994,1000,0.68
15/03/1994,1500,0.62
15/03/1994,2500,0.61
15/03/1994,500,0.62
18/04/1994,2000,0.12
18/04/1994,200,
18/04/1994,300,
18/04/1994,2500,0.14
18/04/1994,1000,0.05
18/04/1994,1500,0.06
18/04/1994,100,0.02
18/04/1994,2700,0.15
18/04/1994,500,0.05
25/05/1994,2000,0.16
25/05/1994,1500,0.03
25/05/1994,200,
25/05/1994,300,
25/05/1994,2500,0.53
25/05/1994,1000,0.01
25/05/1994,100,0
25/05/1994,500,0.01
25/05/1994,2700,0.53
21/06/1994,1000,0.03
21/06/1994,100,0.01
21/06/1994,1500,0.25
21/06/1994,300,
21/06/1994,2600,0.32
21/06/1994,200,
21/06/1994,2500,0.37
21/06/1994,500,0.01
21/06/1994,2000,0.36
27/07/1994,300,
27/07/1994,100,0
27/07/1994,2000,0.04
27/07/1994,1000,0
27/07/1994,200,
27/07/1994,1500,0.01
27/07/1994,2600,0.1
27/07/1994,500,0
27/07/1994,2500,0.1
17/08/1994,1500,0.05
17/08/1994,1000,0.02
17/08/1994,100,0.02
17/08/1994,2500,0.13
17/08/1994,500,0.02
17/08/1994,2600,0.14
17/08/1994,2000,0.18
18/09/1994,100,0.02
18/09/1994,500,0.04
18/09/1994,200,
18/09/1994,1000,0.09
18/09/1994,2500,0.1
18/09/1994,300,
18/09/1994,2400,0.11
18/09/1994,1500,0.17
18/09/1994,2000,0.14
20/10/1994,100,0.1
20/10/1994,1500,0.35
20/10/1994,1000,0.12
20/10/1994,2000,0.4
20/10/1994,300,
20/10/1994,2500,0.51
20/10/1994,200,
20/10/1994,2700,0.51
20/10/1994,500,0.1
14/11/1994,2600,1.1
14/11/1994,300,
14/11/1994,2000,0.3
14/11/1994,2500,1.25
14/11/1994,100,0.18
14/11/1994,200,
14/11/1994,500,0.2
14/11/1994,1500,0.15
14/11/1994,1000,0.19
12/12/1994,1500,0.16
12/12/1994,2600,0.17
12/12/1994,100,0.19
12/12/1994,2000,0.15
12/12/1994,500,0.17
12/12/1994,1000,0.15
12/12/1994,2500,0.15
12/12/1994,200,
12/12/1994,300,
18/01/1995,100,0.26
18/01/1995,2600,0.33
18/01/1995,1500,0.26
18/01/1995,1000,0.26
18/01/1995,300,
18/01/1995,200,
18/01/1995,2000,0.26
18/01/1995,2500,0.31
18/01/1995,500,0.26
06/02/1995,2600,0.53
06/02/1995,1000,0.5
06/02/1995,500,0.51
06/02/1995,200,
06/02/1995,1500,0.49
06/02/1995,2500,0.5
06/02/1995,2000,0.49
06/02/1995,100,0.51
06/02/1995,300,
21/03/1995,300,
21/03/1995,500,0.47
21/03/1995,2600,0.45
21/03/1995,2500,0.47
21/03/1995,200,
21/03/1995,1500,0.47
21/03/1995,2000,0.47
21/03/1995,1000,0.47
21/03/1995,100,0.46
18/04/1995,300,
18/04/1995,100,0.08
18/04/1995,1000,0.08
18/04/1995,1500,0.08
18/04/1995,200,
18/04/1995,500,0.08
18/04/1995,2600,0.45
18/04/1995,2000,0.34
18/04/1995,2500,0.44
08/05/1995,2500,0.64
08/05/1995,300,
08/05/1995,200,
08/05/1995,1000,0.09
08/05/1995,100,0.05
08/05/1995,2000,0.17
08/05/1995,2600,0.64
08/05/1995,1500,0.11
08/05/1995,500,0.07
08/06/1995,1000,0.05
08/06/1995,500,0.02
08/06/1995,1500,0.11
08/06/1995,2700,0.33
08/06/1995,100,0.02
08/06/1995,2000,0.17
08/06/1995,300,
08/06/1995,200,
08/06/1995,2500,0.32
13/07/1995,100,0.01
13/07/1995,2700,0.15
13/07/1995,1500,0.33
13/07/1995,2000,0.23
13/07/1995,500,0.01
13/07/1995,2500,0.11
13/07/1995,300,
13/07/1995,200,
13/07/1995,1000,0.05
23/08/1995,100,0.02
23/08/1995,2500,0.14
23/08/1995,2000,0.08
23/08/1995,1500,0.07
23/08/1995,200,
23/08/1995,2700,0.13
23/08/1995,300,
23/08/1995,500,0.02
23/08/1995,1000,0.04
13/09/1995,2500,0.12
13/09/1995,2000,0.09
13/09/1995,500,0.01
13/09/1995,300,
13/09/1995,2700,0.12
13/09/1995,1000,0.01
13/09/1995,200,
13/09/1995,1500,0.02
13/09/1995,100,0.01
30/10/1995,500,0.03
30/10/1995,1500,0.62
30/10/1995,200,
30/10/1995,100,0.03
30/10/1995,300,
30/10/1995,2000,0.41
30/10/1995,2600,0.36
30/10/1995,2500,0.36
30/10/1995,1000,0.14
22/11/1995,200,
22/11/1995,2500,0.88
22/11/1995,100,0.15
22/11/1995,1000,0.21
22/11/1995,1500,0.52
22/11/1995,2700,0.89
22/11/1995,2000,0.78
22/11/1995,300,
22/11/1995,500,0.17
13/12/1995,1500,0.58
13/12/1995,2000,0.6
13/12/1995,100,0.48
13/12/1995,1000,0.57
13/12/1995,2500,0.73
13/12/1995,2600,0.7
13/12/1995,500,0.52
13/12/1995,300,
13/12/1995,200,
17/01/1996,2000,0.81
17/01/1996,1500,0.79
17/01/1996,2700,0.84
17/01/1996,100,0.77
17/01/1996,500,0.76
17/01/1996,2500,0.84
17/01/1996,1000,0.78
29/02/1996,500,
29/02/1996,100,
29/02/1996,1000,
29/02/1996,2000,
29/02/1996,1500,
06/03/1996,1000,
06/03/1996,1500,
06/03/1996,2000,
06/03/1996,300,
06/03/1996,200,
06/03/1996,500,
06/03/1996,100,
22/03/1996,1000,0.02
22/03/1996,2000,0.42
22/03/1996,100,0.02
22/03/1996,500,0.02
22/03/1996,2100,0.36
22/03/1996,1500,0.02
23/03/1996,200,
27/03/1996,100,0.02
27/03/1996,2000,0.15
27/03/1996,500,0.01
27/03/1996,1500,0.04
27/03/1996,1000,0.02
27/03/1996,200,
28/03/1996,1500,0.12
28/03/1996,2000,0.45
28/03/1996,100,0.07
28/03/1996,2500,0.45
28/03/1996,1000,0.13
28/03/1996,500,0.07
28/03/1996,2700,0.46
02/04/1996,200,
02/04/1996,1500,0.16
02/04/1996,1000,0.09
02/04/1996,2700,0.47
02/04/1996,500,0.01
02/04/1996,2000,0.44
02/04/1996,100,0.01
02/04/1996,2500,0.49
11/04/1996,2700,0.6
11/04/1996,2000,0.14
11/04/1996,100,0.02
11/04/1996,500,0.02
11/04/1996,1500,0.01
11/04/1996,1000,0.01
11/04/1996,2500,0.52
13/05/1996,2000,0.26
13/05/1996,500,0.02
13/05/1996,100,0.02
13/05/1996,1500,0.03
13/05/1996,2600,0.25
13/05/1996,2500,0.23
13/05/1996,1000,0.02
05/06/1996,1500,0.14
05/06/1996,100,0.03
05/06/1996,2000,0.19
05/06/1996,500,0.03
05/06/1996,1000,0.03
05/06/1996,2600,0.22
05/06/1996,2500,0.23
27/06/1996,1500,0.2
27/06/1996,500,0.1
27/06/1996,200,
27/06/1996,1000,0.1
27/06/1996,2500,0.18
27/06/1996,100,0.29
27/06/1996,2000,0.25
04/07/1996,1000,0.07
04/07/1996,2000,0.13
04/07/1996,1500,0.15
04/07/1996,100,0.02
04/07/1996,2500,0.15
04/07/1996,500,0.04
04/07/1996,200,
11/07/1996,200,
11/07/1996,2000,0.12
11/07/1996,300,
11/07/1996,100,0.01
11/07/1996,1000,0.02
11/07/1996,500,0.01
11/07/1996,2500,0.15
11/07/1996,1500,0.06
18/07/1996,200,
18/07/1996,1000,0.01
18/07/1996,2500,0.16
18/07/1996,100,0.01
18/07/1996,500,0.01
18/07/1996,1500,0.01
18/07/1996,300,
18/07/1996,2000,0.12
25/07/1996,300,
25/07/1996,200,
25/07/1996,500,0
25/07/1996,2500,0.15
25/07/1996,1500,0
25/07/1996,100,0.01
25/07/1996,1000,0
25/07/1996,2000,0.14
02/08/1996,2000,0.07
02/08/1996,100,0.01
02/08/1996,200,
02/08/1996,500,0.01
02/08/1996,1000,0
02/08/1996,1500,0.01
02/08/1996,2500,0.23
02/08/1996,300,
08/08/1996,500,0.05
08/08/1996,1500,0.03
08/08/1996,2500,0.21
08/08/1996,300,
08/08/1996,2000,0.06
08/08/1996,100,0.08
08/08/1996,200,
08/08/1996,1000,0.03
15/08/1996,200,
15/08/1996,1000,0.07
15/08/1996,1500,0.08
15/08/1996,2000,0.04
15/08/1996,2500,0.2
15/08/1996,300,
15/08/1996,100,0.08
15/08/1996,500,0.08
21/08/1996,1500,0.04
21/08/1996,200,
21/08/1996,500,0.09
21/08/1996,300,
21/08/1996,1000,0.07
21/08/1996,100,0.08
21/08/1996,1500,0.21
21/08/1996,2000,0.05
29/08/1996,100,
29/08/1996,1500,0.05
29/08/1996,300,
29/08/1996,200,
29/08/1996,2500,0.29
29/08/1996,1000,0.08
29/08/1996,2000,0.03
29/08/1996,500,0.1
12/09/1996,1000,0.08
12/09/1996,2500,0.22
12/09/1996,1500,0.05
12/09/1996,300,
12/09/1996,2000,0.14
12/09/1996,200,
12/09/1996,100,0.08
12/09/1996,500,0.08
19/09/1996,200,
19/09/1996,1500,0.06
19/09/1996,500,0.09
19/09/1996,2500,0.26
19/09/1996,1000,0.09
19/09/1996,300,
19/09/1996,100,0.15
19/09/1996,2000,0.09
26/09/1996,1500,0.06
26/09/1996,2000,0.13
26/09/1996,200,
26/09/1996,300,
26/09/1996,500,0.08
26/09/1996,1000,0.06
26/09/1996,2500,0.21
26/09/1996,100,0.09
16/10/1996,1000,0.07
16/10/1996,2500,0.38
16/10/1996,300,
16/10/1996,2000,0.35
16/10/1996,1500,0.07
16/10/1996,100,0.09
16/10/1996,500,0.07
16/10/1996,200,
12/11/1996,200,
12/11/1996,500,0.62
12/11/1996,100,0.63
12/11/1996,300,
12/11/1996,2000,0.33
12/11/1996,2500,0.3
12/11/1996,1500,0.47
12/11/1996,1000,0.75
10/12/1996,2500,0.72
10/12/1996,2000,0.68
10/12/1996,1500,0.62
10/12/1996,300,
10/12/1996,500,0.34
10/12/1996,200,
10/12/1996,1000,0.42
10/12/1996,100,0.34
15/01/1997,2000,0.87
15/01/1997,500,0.87
15/01/1997,200,
15/01/1997,1000,0.87
15/01/1997,300,
15/01/1997,1500,0.87
15/01/1997,100,0.89
15/01/1997,2500,0.91
11/02/1997,1000,1.07
11/02/1997,1500,1.08
11/02/1997,2000,1.06
11/02/1997,100,1.09
11/02/1997,300,
11/02/1997,500,1.08
11/02/1997,2500,0.68
11/02/1997,200,
18/02/1997,2500,0.12
18/02/1997,500,0.9
18/02/1997,200,
18/02/1997,1500,0.11
18/02/1997,2000,0.12
18/02/1997,100,0.92
18/02/1997,1000,0.31
18/02/1997,300,
25/02/1997,2000,0.13
25/02/1997,100,0.29
25/02/1997,500,0.27
25/02/1997,1000,0.24
25/02/1997,200,
25/02/1997,300,
25/02/1997,2500,0.12
25/02/1997,1500,0.19
04/03/1997,1000,0.28
04/03/1997,100,0.31
04/03/1997,1500,0.25
04/03/1997,2500,0.17
04/03/1997,2000,0.2
04/03/1997,200,
04/03/1997,300,
04/03/1997,500,0.31
11/03/1997,100,0.01
11/03/1997,200,
11/03/1997,2000,0.17
11/03/1997,1000,0.03
11/03/1997,1500,0.21
11/03/1997,500,0
11/03/1997,2500,0.15
11/03/1997,300,
17/03/1997,100,0.01
17/03/1997,300,
17/03/1997,500,0.01
17/03/1997,2500,0.15
17/03/1997,2000,0.19
17/03/1997,1500,0.16
17/03/1997,1000,0
17/03/1997,200,
24/03/1997,500,0.05
24/03/1997,1500,0.1
24/03/1997,1000,0.05
24/03/1997,2500,0.22
24/03/1997,2000,0.17
24/03/1997,300,
24/03/1997,200,
24/03/1997,100,0.05
04/04/1997,2000,0.16
04/04/1997,1500,0.09
04/04/1997,300,
04/04/1997,500,0.04
04/04/1997,2500,0.21
04/04/1997,1000,0.05
04/04/1997,200,
04/04/1997,100,0.04
14/04/1997,100,0.06
14/04/1997,2500,0.25
14/04/1997,1000,0.06
14/04/1997,1500,0.09
14/04/1997,500,0.06
14/04/1997,2000,0.23
15/04/1997,1500,
15/04/1997,2500,
15/04/1997,100,
15/04/1997,1000,
15/04/1997,300,
15/04/1997,200,
15/04/1997,2000,
15/04/1997,500,
17/04/1997,2500,0.31
17/04/1997,1000,0.07
17/04/1997,2000,0.24
17/04/1997,1500,0.09
17/04/1997,300,
17/04/1997,200,
17/04/1997,500,0.06
17/04/1997,100,0.06
18/04/1997,300,
18/04/1997,100,
18/04/1997,1500,
18/04/1997,2000,
18/04/1997,500,
18/04/1997,2500,
18/04/1997,1000,
18/04/1997,200,
30/04/1997,100,
30/04/1997,1500,0.27
30/04/1997,200,
30/04/1997,2000,0.48
30/04/1997,500,0.07
30/04/1997,1000,0.07
30/04/1997,300,
30/04/1997,2500,0.58
06/05/1997,1000,0.29
06/05/1997,500,0.1
06/05/1997,2500,0.39
06/05/1997,1500,0.7
