DATE,DEPTH,TP
21/05/1975,1500,0.36
21/05/1975,1000,0.36
21/05/1975,100,0.39
21/05/1975,500,0.36
21/05/1975,1700,0.45
11/06/1975,1000,0.39
11/06/1975,500,0.48
11/06/1975,1200,0.55
11/06/1975,100,0.39
11/06/1975,2000,0.81
11/06/1975,1500,0.52
11/06/1975,900,0.36
11/06/1975,2600,1.49
01/07/1975,2600,1.23
01/07/1975,2000,0.39
01/07/1975,100,0.32
01/07/1975,1900,0.55
01/07/1975,1000,0.36
01/07/1975,1500,0.39
01/07/1975,1200,0.39
01/07/1975,500,0.23
01/07/1975,1700,0.61
04/08/1975,2000,1.52
04/08/1975,100,0.52
04/08/1975,800,0.58
04/08/1975,1000,0.58
04/08/1975,2300,1.26
04/08/1975,500,0.45
04/08/1975,1500,1.42
04/08/1975,1300,0.97
04/08/1975,2600,1.81
02/09/1975,100,0.29
02/09/1975,1300,0.77
02/09/1975,2600,6.91
02/09/1975,1700,1.42
02/09/1975,1200,0.58
02/09/1975,500,0.39
02/09/1975,1500,1.1
02/09/1975,2000,3.16
02/09/1975,1000,0.39
02/10/1975,2000,2.39
02/10/1975,1500,2.36
02/10/1975,1000,2.52
02/10/1975,500,2.49
02/10/1975,100,2.55
02/10/1975,2600,2.68
04/11/1975,2600,15.79
04/11/1975,500,1.39
04/11/1975,100,1.42
04/11/1975,2000,4.04
04/11/1975,1000,2.49
04/11/1975,1500,2.45
02/12/1975,1500,1.49
02/12/1975,500,1.55
02/12/1975,1000,1.58
02/12/1975,2600,3.62
02/12/1975,100,1.71
02/12/1975,2000,1.52
02/12/1975,2400,2.68
12/03/1979,100,0.9
12/03/1979,2700,1.49
12/03/1979,1000,0.99
12/03/1979,500,1.04
12/03/1979,1500,1.18
12/03/1979,2000,1.38
04/04/1979,2000,0.57
04/04/1979,2500,0.75
04/04/1979,1500,0.36
04/04/1979,100,0.48
04/04/1979,1000,0.36
04/04/1979,500,0.36
19/04/1979,100,0.61
19/04/1979,2000,0.85
19/04/1979,1500,0.56
19/04/1979,1000,0.56
19/04/1979,500,0.47
19/04/1979,2600,1.27
09/07/1979,1500,0.53
09/07/1979,2000,1.94
09/07/1979,100,0.31
09/07/1979,1000,0.41
09/07/1979,500,0.6
09/07/1979,2600,1.34
15/08/1979,2600,2.21
15/08/1979,500,0.49
15/08/1979,1500,0.65
15/08/1979,100,0.45
15/08/1979,2000,0.9
15/08/1979,1000,0.44
02/09/1979,1000,0.67
02/09/1979,1500,0.86
02/09/1979,500,0.81
02/09/1979,2800,4.58
02/09/1979,2500,3.46
02/09/1979,2000,1.3
01/10/1979,2600,4.43
01/10/1979,1000,0.74
01/10/1979,2000,5.96
01/10/1979,500,0.72
01/10/1979,100,0.65
01/10/1979,1500,1.05
22/11/1979,2600,1.44
22/11/1979,1500,1.22
22/11/1979,100,1.18
22/11/1979,2000,1.23
22/11/1979,1000,1.27
22/11/1979,500,1.15
28/01/1980,2000,2.59
28/01/1980,100,2.28
28/01/1980,1000,2.56
28/01/1980,500,2.54
28/01/1980,2500,2.59
28/01/1980,1500,2.52
11/02/1980,100,3.55
11/02/1980,2800,3.87
24/03/1980,2500,1.4
24/03/1980,2000,0.5
24/03/1980,100,0.62
24/03/1980,1500,0.58
24/03/1980,500,0.58
24/03/1980,1000,0.5
05/05/1980,2800,2.26
05/05/1980,100,0.32
06/05/1980,2000,0.46
06/05/1980,2600,0.64
06/05/1980,100,0.47
06/05/1980,500,0.74
06/05/1980,1500,0.47
06/05/1980,1000,0.47
21/07/1980,1000,
21/07/1980,2000,
21/07/1980,500,
21/07/1980,2600,
21/07/1980,1500,
21/07/1980,100,
05/09/1980,500,0.88
05/09/1980,2000,0.98
05/09/1980,2500,4.38
05/09/1980,1000,0.75
05/09/1980,1500,0.94
05/09/1980,2800,0.12
22/09/1980,1000,0.99
22/09/1980,1500,1.51
22/09/1980,2000,2.34
22/09/1980,2600,3.62
22/09/1980,500,0.73
22/09/1980,100,1.05
24/11/1980,100,1.94
24/11/1980,2900,1.94
28/11/1980,1500,1.4
28/11/1980,2500,1.46
28/11/1980,500,1.87
28/11/1980,100,1.4
28/11/1980,2000,1.42
28/11/1980,1000,1.46
07/01/1981,1000,1.46
07/01/1981,100,1.06
07/01/1981,1500,1.48
07/01/1981,2500,1.42
07/01/1981,500,1.5
07/01/1981,2000,1.44
23/02/1981,1000,
23/02/1981,2000,1.77
23/02/1981,500,1.82
23/02/1981,2600,1.71
23/02/1981,1500,1.8
23/02/1981,100,1.62
13/04/1981,100,0.62
13/04/1981,1500,0.58
13/04/1981,2500,1.45
13/04/1981,1000,0.51
13/04/1981,500,0.6
13/04/1981,2000,0.78
01/07/1981,2000,1
01/07/1981,1500,1.02
01/07/1981,2600,1.36
01/07/1981,100,0.67
01/07/1981,1000,0.49
01/07/1981,500,0.49
05/10/1981,500,1.25
05/10/1981,2000,5.5
05/10/1981,2600,14
05/10/1981,1000,1.54
05/10/1981,1500,1.58
05/10/1981,100,1.35
05/01/1982,2600,
05/01/1982,1500,
05/01/1982,1000,
05/01/1982,2000,
05/01/1982,500,
05/01/1982,100,
05/02/1982,100,1.29
05/02/1982,2600,1.94
13/04/1982,500,0.6
13/04/1982,2000,1.04
13/04/1982,2500,1.93
13/04/1982,100,0.56
13/04/1982,1000,0.5
13/04/1982,1500,0.4
14/05/1982,2800,2.26
14/05/1982,100,0.97
12/08/1982,1000,0.45
12/08/1982,500,0.8
12/08/1982,2400,2.21
12/08/1982,2800,1.64
12/08/1982,100,0.73
12/08/1982,1500,0.72
12/08/1982,2000,1.48
24/08/1982,1000,1.2
24/08/1982,2000,1.68
24/08/1982,1500,1.45
24/08/1982,2500,1.86
24/08/1982,500,1.14
24/08/1982,100,1
11/10/1982,1000,0.99
11/10/1982,2500,1.71
11/10/1982,1500,0.89
11/10/1982,100,1.07
11/10/1982,500,1.01
11/10/1982,2000,1.12
01/12/1982,1000,1.54
01/12/1982,2500,1.18
01/12/1982,100,1.22
01/12/1982,2000,1.09
01/12/1982,1500,1.45
01/12/1982,500,1.24
20/12/1982,2700,4.2
20/12/1982,100,4.2
28/08/1983,1000,0.43
28/08/1983,100,0.79
28/08/1983,2000,1.5
28/08/1983,2400,3.41
28/08/1983,1500,0.58
28/08/1983,2800,9.72
28/08/1983,500,0.55
09/04/1985,200,
09/04/1985,2000,
09/04/1985,300,
09/04/1985,1000,
09/04/1985,500,
09/04/1985,1500,
09/04/1985,100,
07/01/1986,1000,
07/01/1986,100,
07/01/1986,2500,
07/01/1986,500,
07/01/1986,2000,
07/01/1986,1500,
11/02/1986,2000,
11/02/1986,100,
11/02/1986,500,
11/02/1986,1000,
11/02/1986,2600,
11/02/1986,1500,
11/03/1986,2000,
11/03/1986,100,
11/03/1986,500,
11/03/1986,1500,
11/03/1986,2600,
11/03/1986,1000,
07/04/1986,2000,0.62
07/04/1986,100,0.47
07/04/1986,1000,0.62
07/04/1986,2500,0.69
07/04/1986,500,0.42
07/04/1986,1500,0.55
22/05/1986,1000,0.4
22/05/1986,1500,0.38
22/05/1986,500,1.45
22/05/1986,100,3.99
22/05/1986,2000,0.81
22/05/1986,2500,1.01
09/06/1986,1000,0.91
09/06/1986,100,0.48
09/06/1986,500,0.4
09/06/1986,2500,1.04
09/06/1986,2000,0.72
09/06/1986,1500,1.07
21/07/1986,2500,1.34
21/07/1986,100,0.45
21/07/1986,2000,1.1
21/07/1986,500,0.4
21/07/1986,1500,0.75
21/07/1986,1000,0.56
07/08/1986,100,0.36
07/08/1986,500,0.41
07/08/1986,2000,0.7
07/08/1986,2400,1.81
07/08/1986,1500,0.6
07/08/1986,1000,0.6
15/09/1986,500,0.75
15/09/1986,2500,2.25
15/09/1986,1500,0.97
15/09/1986,2000,1.69
15/09/1986,1000,0.81
15/09/1986,100,0.75
20/10/1986,100,
20/10/1986,500,
20/10/1986,1000,
20/10/1986,2400,
20/10/1986,1500,
20/10/1986,2000,
02/12/1986,100,
02/12/1986,1500,
02/12/1986,500,
02/12/1986,1000,
02/12/1986,2500,
02/12/1986,2000,
18/12/1986,1500,1.86
18/12/1986,2000,1.92
18/12/1986,500,1.92
18/12/1986,2500,1.69
18/12/1986,100,2.39
18/12/1986,1000,1.86
19/02/1987,2500,1.44
19/02/1987,500,1.18
19/02/1987,1500,1.26
19/02/1987,100,1.32
19/02/1987,1000,1.21
19/02/1987,2000,1.32
14/04/1987,1000,0.48
14/04/1987,2000,1.03
14/04/1987,500,0.58
14/04/1987,2600,1.43
14/04/1987,1500,0.43
14/04/1987,100,0.53
18/06/1987,1000,0.5
18/06/1987,2000,0.96
18/06/1987,500,0.53
18/06/1987,100,0.62
18/06/1987,1500,
16/09/1987,100,1.02
16/09/1987,2000,3.07
16/09/1987,2500,5.44
16/09/1987,1500,1.09
16/09/1987,500,1.09
16/09/1987,1000,1.21
23/11/1987,500,0.64
23/11/1987,2600,1.84
23/11/1987,2000,1.32
23/11/1987,1000,1.69
23/11/1987,1500,1.18
23/11/1987,100,1.73
18/01/1988,2000,
18/01/1988,100,
18/01/1988,1500,
18/01/1988,2500,
18/01/1988,500,
18/01/1988,1000,
19/04/1988,1000,0.61
19/04/1988,2000,0.98
19/04/1988,500,0.48
19/04/1988,2700,0.98
19/04/1988,1500,0.73
19/04/1988,100,0.51
30/05/1988,100,0.51
30/05/1988,500,0.48
30/05/1988,1500,0.73
30/05/1988,1000,0.61
30/05/1988,2000,0.98
30/05/1988,2700,0.98
20/06/1988,2300,0.87
20/06/1988,2000,0.85
20/06/1988,1500,0.55
20/06/1988,100,0.45
20/06/1988,500,0.42
20/06/1988,1000,0.57
21/07/1988,100,0.54
21/07/1988,2400,1.61
21/07/1988,500,0.59
21/07/1988,1500,0.81
21/07/1988,2000,1.32
21/07/1988,1000,0.56
22/08/1988,1500,1.36
22/08/1988,1000,1.02
22/08/1988,2600,1.55
22/08/1988,2000,1.26
22/08/1988,100,0.71
22/08/1988,500,0.95
14/09/1988,500,0.59
14/09/1988,100,0.61
14/09/1988,2000,1.86
14/09/1988,1500,0.72
14/09/1988,2400,5.38
14/09/1988,1000,0.66
10/10/1988,100,1.45
10/10/1988,2000,2.65
10/10/1988,2500,3.65
10/10/1988,1000,2
10/10/1988,1500,2.1
10/10/1988,500,1.35
06/11/1988,100,1.19
06/11/1988,1500,1.1
06/11/1988,2000,1.9
06/11/1988,3500,3.46
06/11/1988,1000,1.12
06/11/1988,500,1.2
08/12/1988,2500,1.26
08/12/1988,1000,1.02
08/12/1988,1500,0.89
08/12/1988,2000,0.95
08/12/1988,500,0.88
08/12/1988,100,0.94
17/01/1989,1500,0.96
17/01/1989,1000,0.98
17/01/1989,2000,0.9
17/01/1989,500,0.99
17/01/1989,2500,0.95
17/01/1989,100,1.03
14/02/1989,2500,2.15
14/02/1989,100,2.15
14/02/1989,1500,1.87
14/02/1989,1000,2.22
14/02/1989,2000,2.33
14/02/1989,500,2.17
08/03/1989,2000,1.08
08/03/1989,2500,1.14
08/03/1989,1000,1.07
08/03/1989,500,1.08
08/03/1989,1500,1.03
08/03/1989,100,1.09
11/04/1989,2600,0.68
11/04/1989,500,0.58
11/04/1989,1000,0.57
11/04/1989,1500,0.51
11/04/1989,100,0.56
11/04/1989,2000,0.6
08/05/1989,1500,0.45
08/05/1989,2500,0.76
08/05/1989,2000,0.64
08/05/1989,500,0.48
08/05/1989,1000,0.48
08/05/1989,100,0.51
13/06/1989,1500,0.59
13/06/1989,500,0.48
13/06/1989,2000,0.87
13/06/1989,1000,0.57
13/06/1989,2500,1.78
13/06/1989,100,0.51
13/07/1989,1500,1.79
13/07/1989,1000,0.93
13/07/1989,2500,6.79
13/07/1989,2000,2.14
13/07/1989,500,1.23
13/07/1989,100,1.06
27/08/1989,2000,1.54
27/08/1989,100,0.99
27/08/1989,500,0.85
27/08/1989,2500,7.06
27/08/1989,1500,1.05
27/08/1989,1000,0.87
12/09/1989,100,0.78
12/09/1989,1000,0.81
12/09/1989,500,0.8
12/09/1989,2000,1.81
12/09/1989,1500,0.88
12/09/1989,2700,
17/10/1989,1500,1.17
17/10/1989,100,1.11
17/10/1989,1000,1.06
17/10/1989,500,1.1
17/10/1989,2700,
17/10/1989,2000,1.23
20/11/1989,1000,1.14
20/11/1989,2000,
20/11/1989,1500,
20/11/1989,2700,3.93
20/11/1989,100,1.12
20/11/1989,500,1.13
18/12/1989,1000,1.9
18/12/1989,2700,2.44
18/12/1989,500,2.08
18/12/1989,1500,2.01
18/12/1989,2000,1.99
18/12/1989,100,2.18
17/01/1990,200,
17/01/1990,2000,
17/01/1990,1000,
22/01/1990,2000,1.4
22/01/1990,1500,1.27
22/01/1990,1000,1.28
22/01/1990,500,1.28
22/01/1990,2600,1.18
22/01/1990,100,1.31
14/02/1990,1000,1.36
14/02/1990,2700,1.34
14/02/1990,1500,1.35
14/02/1990,100,1.38
14/02/1990,500,1.35
14/02/1990,2000,1.31
13/03/1990,500,1.63
13/03/1990,2000,1.73
13/03/1990,1500,1.68
13/03/1990,100,1.63
13/03/1990,1000,1.73
13/03/1990,2500,1.64
17/04/1990,2500,2.6
17/04/1990,1500,0.55
17/04/1990,2000,0.96
17/04/1990,1000,0.59
17/04/1990,100,0.52
17/04/1990,500,0.5
19/06/1990,500,
19/06/1990,1000,
19/06/1990,100,
19/07/1990,1000,0.6
19/07/1990,1500,1.69
19/07/1990,2000,1.55
19/07/1990,500,0.59
19/07/1990,2500,1.71
19/07/1990,100,0.62
20/07/1990,1500,
20/07/1990,2000,
20/07/1990,2500,
21/08/1990,1500,0.98
21/08/1990,500,0.94
21/08/1990,100,1.07
21/08/1990,2600,2.77
21/08/1990,1000,1.05
21/08/1990,2000,1.57
18/09/1990,500,0.6
18/09/1990,100,0.65
18/09/1990,2600,6.81
18/09/1990,1500,0.95
18/09/1990,2000,3.94
18/09/1990,1000,0.57
16/10/1990,1000,1.1
16/10/1990,100,1.32
16/10/1990,1500,1.75
16/10/1990,2000,2.44
16/10/1990,2600,3.35
16/10/1990,500,1.25
14/11/1990,2500,2.7
14/11/1990,2600,2.75
14/11/1990,500,1.22
14/11/1990,100,1.37
14/11/1990,2000,2.22
14/11/1990,1000,1.81
14/11/1990,1500,2.15
13/12/1990,1000,1.67
13/12/1990,1500,1.71
13/12/1990,2000,1.77
13/12/1990,100,1.77
13/12/1990,500,1.79
13/12/1990,2400,1.74
15/01/1991,1000,1.47
15/01/1991,100,1.55
15/01/1991,500,1.52
15/01/1991,1500,1.51
15/01/1991,2000,1.4
15/01/1991,2500,1.4
15/01/1991,2700,1.44
13/02/1991,1500,1.39
13/02/1991,1000,1.47
13/02/1991,2600,1.55
13/02/1991,500,1.42
13/02/1991,100,1.37
13/02/1991,2000,1.46
20/03/1991,2000,1.26
20/03/1991,1000,1.06
20/03/1991,100,1.08
20/03/1991,2500,2.23
20/03/1991,500,1.07
20/03/1991,2700,2.66
20/03/1991,1500,0.99
15/04/1991,1500,0.73
15/04/1991,2500,0.99
15/04/1991,100,0.46
15/04/1991,2000,0.93
15/04/1991,1000,0.79
15/04/1991,2700,1.07
15/04/1991,500,0.77
21/05/1991,2000,
21/05/1991,500,0.48
21/05/1991,2500,
21/05/1991,1000,0.54
21/05/1991,100,0.55
21/05/1991,1500,0.73
17/06/1991,500,0.51
17/06/1991,1500,0.93
17/06/1991,2500,1.79
17/06/1991,2000,1.36
17/06/1991,2600,1.98
17/06/1991,1000,0.64
17/06/1991,100,0.43
22/07/1991,100,0.51
22/07/1991,2500,2.91
22/07/1991,1000,0.75
22/07/1991,500,0.57
22/07/1991,2700,3.14
22/07/1991,2000,1.97
22/07/1991,1500,0.92
14/08/1991,100,0.69
14/08/1991,1000,0.78
14/08/1991,1500,1.21
14/08/1991,500,0.67
14/08/1991,2700,4.4
14/08/1991,2000,2.56
10/09/1991,2600,
10/09/1991,1000,0.8
10/09/1991,500,0.71
10/09/1991,100,0.73
10/09/1991,2000,
10/09/1991,1500,1.29
10/09/1991,2500,
17/10/1991,500,4.93
17/10/1991,2000,
17/10/1991,1000,5.71
17/10/1991,1500,7.32
17/10/1991,2600,
17/10/1991,100,4.67
12/11/1991,1000,1.74
12/11/1991,2500,3.1
12/11/1991,2000,2.84
12/11/1991,100,1.73
12/11/1991,1500,1.76
12/11/1991,500,1.67
12/12/1991,2000,1.89
12/12/1991,100,2.11
12/12/1991,1500,1.94
12/12/1991,1000,2.03
12/12/1991,500,2.06
12/12/1991,2600,1.93
12/12/1991,2500,1.76
30/01/1992,1500,1.16
30/01/1992,2700,0.91
30/01/1992,2000,1.04
30/01/1992,1000,1.2
30/01/1992,2500,0.9
30/01/1992,500,1.29
30/01/1992,100,1.36
11/02/1992,2000,
11/02/1992,100,
11/02/1992,500,
11/02/1992,2500,
11/02/1992,1500,
11/02/1992,1000,
20/02/1992,1000,1.09
20/02/1992,2700,1.01
20/02/1992,1500,1.01
20/02/1992,100,1.18
20/02/1992,2500,1.02
20/02/1992,2000,1.07
20/02/1992,500,1.13
27/02/1992,2000,
27/02/1992,500,
27/02/1992,1000,
27/02/1992,2500,
27/02/1992,100,
27/02/1992,1500,
04/03/1992,500,
04/03/1992,2500,
04/03/1992,1000,
04/03/1992,100,
04/03/1992,1500,
04/03/1992,2000,
19/03/1992,1500,
19/03/1992,1000,
19/03/1992,100,
19/03/1992,500,
19/03/1992,2000,
19/03/1992,2500,
26/03/1992,1000,
26/03/1992,500,
26/03/1992,1500,
26/03/1992,2500,
26/03/1992,2000,
26/03/1992,100,
30/03/1992,2700,1.24
30/03/1992,100,0.93
30/03/1992,1000,0.91
30/03/1992,500,0.91
30/03/1992,2500,1.22
30/03/1992,1500,0.89
30/03/1992,2000,1.01
21/04/1992,2700,1.18
21/04/1992,500,1.06
21/04/1992,1500,1.04
21/04/1992,100,1.06
21/04/1992,2000,1.11
21/04/1992,2500,1.29
21/04/1992,1000,1.01
13/05/1992,2000,1.1
13/05/1992,1500,0.72
13/05/1992,500,0.65
13/05/1992,2500,1.27
13/05/1992,2700,1.37
13/05/1992,100,0.86
13/05/1992,1000,0.78
16/06/1992,1000,0.76
16/06/1992,100,0.56
16/06/1992,2500,1.67
16/06/1992,2700,1.96
16/06/1992,2000,0.73
16/06/1992,500,0.61
16/06/1992,1500,0.66
09/07/1992,2500,1.7
09/07/1992,1500,0.74
09/07/1992,500,0.69
09/07/1992,2000,1.1
09/07/1992,2700,1.72
09/07/1992,1000,0.67
09/07/1992,100,0.6
06/08/1992,1500,
06/08/1992,100,
06/08/1992,1000,
06/08/1992,500,
06/08/1992,2000,
06/08/1992,2500,
17/08/1992,100,0.91
17/08/1992,1000,1.17
17/08/1992,1500,1.55
17/08/1992,2600,1.97
17/08/1992,2500,2.12
17/08/1992,2000,1.72
17/08/1992,500,0.95
27/08/1992,2500,
27/08/1992,1000,
27/08/1992,2000,
27/08/1992,500,
27/08/1992,1500,
27/08/1992,100,
03/09/1992,1000,
03/09/1992,500,
03/09/1992,2000,
03/09/1992,100,
03/09/1992,1500,
03/09/1992,2500,
09/09/1992,1500,2.3
09/09/1992,2000,3.07
09/09/1992,1000,1.31
09/09/1992,2500,3.09
09/09/1992,500,0.72
09/09/1992,100,0.82
09/09/1992,2700,3.07
17/09/1992,2000,
17/09/1992,2500,
17/09/1992,100,
17/09/1992,500,
17/09/1992,1500,
17/09/1992,1000,
24/09/1992,100,
24/09/1992,500,
24/09/1992,1000,
24/09/1992,1500,
24/09/1992,2000,
24/09/1992,2500,
01/10/1992,2500,
01/10/1992,100,
01/10/1992,1000,
01/10/1992,500,
01/10/1992,1500,
01/10/1992,2000,
12/10/1992,1000,1.38
12/10/1992,2700,1.19
12/10/1992,2500,1.16
12/10/1992,100,1.34
12/10/1992,2000,1.21
12/10/1992,500,1.48
12/10/1992,1500,1.39
16/11/1992,100,1.57
16/11/1992,1500,1.53
16/11/1992,2000,1.77
16/11/1992,2500,1.69
16/11/1992,500,1.55
16/11/1992,1000,1.56
15/12/1992,1500,1.5
15/12/1992,2500,1.69
15/12/1992,2000,1.57
15/12/1992,1000,1.43
15/12/1992,100,1.42
15/12/1992,2700,1.61
15/12/1992,500,1.45
19/01/1993,2700,2.36
19/01/1993,1500,1.72
19/01/1993,100,1.74
19/01/1993,2000,1.75
19/01/1993,500,1.79
19/01/1993,1000,1.79
19/01/1993,2500,2.35
02/02/1993,2500,
02/02/1993,2000,
02/02/1993,500,
02/02/1993,1000,
02/02/1993,1500,
02/02/1993,100,
10/02/1993,2000,
10/02/1993,2500,
10/02/1993,100,
10/02/1993,1500,
10/02/1993,1000,
10/02/1993,500,
14/02/1993,100,1.27
14/02/1993,1000,1.31
14/02/1993,500,1.4
14/02/1993,2000,1.06
14/02/1993,2500,1.03
14/02/1993,1500,1.17
14/02/1993,2700,1.15
24/02/1993,1000,
24/02/1993,100,
24/02/1993,2000,
24/02/1993,500,
24/02/1993,1500,
24/02/1993,2500,
04/03/1993,100,
04/03/1993,500,
04/03/1993,1000,
04/03/1993,1500,
04/03/1993,2500,
04/03/1993,2000,
09/03/1993,1000,
09/03/1993,500,
09/03/1993,2000,
09/03/1993,100,
09/03/1993,2500,
09/03/1993,1500,
16/03/1993,2700,1.41
16/03/1993,2000,1.31
16/03/1993,2500,1.75
16/03/1993,100,1.4
16/03/1993,500,1.23
16/03/1993,1500,1.1
16/03/1993,1000,1.24
24/03/1993,1500,
24/03/1993,100,
24/03/1993,2500,
24/03/1993,500,
24/03/1993,1000,
24/03/1993,2000,
31/03/1993,2500,
31/03/1993,500,
31/03/1993,1000,
31/03/1993,2000,
31/03/1993,100,
31/03/1993,1500,
05/04/1993,2000,
05/04/1993,1500,
05/04/1993,1000,
05/04/1993,2500,
05/04/1993,500,
05/04/1993,100,
15/04/1993,1500,0.45
15/04/1993,2700,1.3
15/04/1993,100,0.65
15/04/1993,2500,1.36
15/04/1993,1000,0.66
15/04/1993,2000,0.57
15/04/1993,500,0.68
21/04/1993,1000,
21/04/1993,1500,
21/04/1993,100,
21/04/1993,500,
21/04/1993,2500,
21/04/1993,2000,
17/05/1993,2600,1.29
17/05/1993,1500,0.54
17/05/1993,1000,0.74
17/05/1993,2000,0.56
17/05/1993,2500,1.18
17/05/1993,500,0.74
17/05/1993,100,0.71
14/06/1993,2700,1.01
14/06/1993,500,0.6
14/06/1993,2000,0.75
14/06/1993,100,0.43
14/06/1993,1000,0.64
14/06/1993,2500,0.91
14/06/1993,1500,0.65
13/07/1993,1500,0.97
13/07/1993,2500,1.33
13/07/1993,2700,1.37
13/07/1993,100,0.49
13/07/1993,500,0.52
13/07/1993,2000,1.19
13/07/1993,1000,0.63
23/08/1993,2700,2.5
23/08/1993,2500,1.77
23/08/1993,500,0.7
23/08/1993,1500,0.85
23/08/1993,100,0.72
23/08/1993,1000,0.87
23/08/1993,2000,1.18
16/09/1993,1000,0.74
16/09/1993,2500,3.52
16/09/1993,2000,0.67
16/09/1993,1500,0.76
16/09/1993,100,0.95
16/09/1993,500,0.89
16/09/1993,2700,3.95
12/10/1993,2700,8.15
12/10/1993,2000,0.74
12/10/1993,1000,0.77
12/10/1993,2500,6.44
12/10/1993,500,0.97
12/10/1993,1500,0.75
12/10/1993,100,0.95
15/11/1993,500,1.17
15/11/1993,2500,2.65
15/11/1993,1500,1.15
15/11/1993,2000,1.28
15/11/1993,100,1.12
15/11/1993,2600,2.74
15/11/1993,1000,1.1
16/12/1993,100,1.1
16/12/1993,500,1.16
16/12/1993,1000,1.26
16/12/1993,2700,1.39
16/12/1993,2500,1.29
16/12/1993,1500,1.29
16/12/1993,2000,1.29
25/01/1994,1500,1.16
25/01/1994,2700,1.48
25/01/1994,2500,1.29
25/01/1994,500,1.25
25/01/1994,300,
25/01/1994,100,1.25
25/01/1994,2000,1.28
25/01/1994,1000,1.25
25/01/1994,200,
23/02/1994,2000,1.13
23/02/1994,2600,1.36
23/02/1994,200,
23/02/1994,2500,1.2
23/02/1994,500,1.16
23/02/1994,300,
23/02/1994,1000,1.13
23/02/1994,100,1.19
23/02/1994,1500,1.18
15/03/1994,200,
15/03/1994,2000,1
15/03/1994,300,
15/03/1994,100,1.04
15/03/1994,2700,1.2
15/03/1994,1000,0.98
15/03/1994,1500,0.99
15/03/1994,2500,1.12
15/03/1994,500,1
18/04/1994,2000,0.38
18/04/1994,200,
18/04/1994,300,
18/04/1994,2500,0.75
18/04/1994,1000,0.49
18/04/1994,1500,0.39
18/04/1994,100,0.49
18/04/1994,2700,0.85
18/04/1994,500,0.52
25/05/1994,2000,0.39
25/05/1994,1500,0.27
25/05/1994,200,
25/05/1994,300,
25/05/1994,2500,0.71
25/05/1994,1000,0.37
25/05/1994,100,0.27
25/05/1994,500,0.26
25/05/1994,2700,0.9
21/06/1994,1000,0.51
21/06/1994,100,0.48
21/06/1994,1500,0.54
21/06/1994,300,
21/06/1994,2600,2.01
21/06/1994,200,
21/06/1994,2500,1
21/06/1994,500,0.47
21/06/1994,2000,0.89
27/07/1994,300,
27/07/1994,100,0.42
27/07/1994,2000,0.35
27/07/1994,1000,1.01
27/07/1994,200,
27/07/1994,1500,0.44
27/07/1994,2600,1.52
27/07/1994,500,0.61
27/07/1994,2500,1.34
17/08/1994,1500,0.66
17/08/1994,1000,0.52
17/08/1994,100,0.59
17/08/1994,2500,2.46
17/08/1994,500,0.62
17/08/1994,2600,2.41
17/08/1994,2000,1.61
18/09/1994,100,1.51
18/09/1994,500,1.44
18/09/1994,200,
18/09/1994,1000,1.4
18/09/1994,2500,3.38
18/09/1994,300,
18/09/1994,2400,3.65
18/09/1994,1500,1.95
18/09/1994,2000,2.85
20/10/1994,100,1.93
20/10/1994,1500,2.27
20/10/1994,1000,2.07
20/10/1994,2000,2.39
20/10/1994,300,
20/10/1994,2500,2.67
20/10/1994,200,
20/10/1994,2700,3.39
20/10/1994,500,2.14
14/11/1994,2600,15.2
14/11/1994,300,
14/11/1994,2000,1.43
14/11/1994,2500,8.2
14/11/1994,100,1.19
14/11/1994,200,
14/11/1994,500,1.35
14/11/1994,1500,1.42
14/11/1994,1000,1.43
12/12/1994,1500,1.04
12/12/1994,2600,1.19
12/12/1994,100,1.16
12/12/1994,2000,1.11
12/12/1994,500,1.14
12/12/1994,1000,1.05
12/12/1994,2500,1.13
12/12/1994,200,
12/12/1994,300,
18/01/1995,100,1.07
18/01/1995,2600,1.34
18/01/1995,1500,1.14
18/01/1995,1000,1.13
18/01/1995,300,
18/01/1995,200,
18/01/1995,2000,1.18
18/01/1995,2500,1.27
18/01/1995,500,1.1
06/02/1995,2600,1.21
06/02/1995,1000,1.13
06/02/1995,500,1.07
06/02/1995,200,
06/02/1995,1500,1.15
06/02/1995,2500,1.07
06/02/1995,2000,1.14
06/02/1995,100,0.98
06/02/1995,300,
21/03/1995,300,
21/03/1995,500,1
21/03/1995,2600,0.97
21/03/1995,2500,0.92
21/03/1995,200,
21/03/1995,1500,0.89
21/03/1995,2000,0.91
21/03/1995,1000,0.96
21/03/1995,100,0.97
18/04/1995,300,
18/04/1995,100,0.47
18/04/1995,1000,0.49
18/04/1995,1500,0.49
18/04/1995,200,
18/04/1995,500,0.49
18/04/1995,2600,0.81
18/04/1995,2000,0.6
18/04/1995,2500,0.85
08/05/1995,2500,0.52
08/05/1995,300,
08/05/1995,200,
08/05/1995,1000,0.55
08/05/1995,100,0.3
08/05/1995,2000,0.41
08/05/1995,2600,0.5
08/05/1995,1500,0.39
08/05/1995,500,0.31
08/06/1995,1000,0.35
08/06/1995,500,0.53
08/06/1995,1500,0.47
08/06/1995,2700,0.75
08/06/1995,100,0.55
08/06/1995,2000,0.39
08/06/1995,300,
08/06/1995,200,
08/06/1995,2500,0.48
13/07/1995,100,0.43
13/07/1995,2700,0.87
13/07/1995,1500,0.55
13/07/1995,2000,0.57
