DATE,DEPTH,TP
11/02/1959,100,1.36
09/03/1959,1000,0.77
09/03/1959,2600,
09/03/1959,100,1.07
09/03/1959,2000,
09/03/1959,1500,0.42
09/03/1959,500,0.81
24/03/1959,2000,0.55
24/03/1959,1000,0.65
24/03/1959,500,0.65
24/03/1959,100,0.52
24/03/1959,1500,0.48
24/03/1959,2600,2.29
12/05/1959,500,0.48
12/05/1959,100,0.58
12/05/1959,1000,0.45
12/05/1959,2000,0.42
12/05/1959,2600,0.74
12/05/1959,1500,0.42
09/06/1959,1500,0.65
09/06/1959,2000,0.58
09/06/1959,1000,0.45
09/06/1959,100,0.42
09/06/1959,500,0.45
09/06/1959,2600,0.74
06/07/1959,1500,0.71
06/07/1959,2600,
06/07/1959,2000,0.55
06/07/1959,100,0.36
06/07/1959,500,0.42
06/07/1959,1000,
23/07/1959,100,0.65
23/07/1959,2000,1.19
23/07/1959,1000,
23/07/1959,1500,0.48
23/07/1959,2600,2.68
23/07/1959,500,0.39
28/08/1959,1500,1.45
28/08/1959,1000,0.19
28/08/1959,100,0.52
28/08/1959,2600,2.45
28/08/1959,500,0.52
28/08/1959,2000,1
09/10/1959,100,1.03
09/10/1959,1000,3.16
09/10/1959,2600,8.36
09/10/1959,2000,2.55
09/10/1959,500,4.75
09/10/1959,1500,3.87
26/10/1959,2600,5.78
26/10/1959,1000,4.26
26/10/1959,1500,1.61
26/10/1959,2000,2.39
26/10/1959,100,1.19
26/10/1959,500,1.29
19/12/1959,2600,1.68
19/12/1959,100,3.58
19/12/1959,2000,1.81
19/12/1959,1500,2.13
19/12/1959,1000,1.39
19/12/1959,500,2
06/01/1960,2000,1.36
06/01/1960,500,1.58
06/01/1960,1000,1.42
06/01/1960,100,1.58
06/01/1960,1500,1.78
06/01/1960,2600,1.52
26/01/1960,500,3.13
26/01/1960,100,1.36
26/01/1960,1000,1.1
26/01/1960,2000,1.36
26/01/1960,2600,1.58
26/01/1960,1500,1.32
11/02/1960,1000,
11/02/1960,100,
11/02/1960,2000,0.74
11/02/1960,2600,0.74
11/02/1960,1500,0.61
11/02/1960,500,0.74
02/03/1960,2600,1.65
02/03/1960,1500,0.84
02/03/1960,2000,1.13
02/03/1960,100,0.9
02/03/1960,1000,0.58
02/03/1960,500,1.1
31/03/1960,500,0.68
31/03/1960,2600,2.26
31/03/1960,100,1.19
31/03/1960,2000,4.91
31/03/1960,1500,0.84
31/03/1960,1000,
27/04/1960,1500,1.61
27/04/1960,100,
27/04/1960,500,1.42
27/04/1960,2600,1.1
27/04/1960,2000,1.58
27/04/1960,1000,1.29
30/05/1960,500,1.1
30/05/1960,2000,
30/05/1960,100,
30/05/1960,1000,2.71
30/05/1960,2600,1.65
30/05/1960,1500,
21/06/1960,1500,2.07
21/06/1960,2000,1.1
21/06/1960,100,1.26
21/06/1960,500,1.65
21/06/1960,1000,1.19
21/06/1960,2600,2.45
06/07/1960,1000,0.61
06/07/1960,100,0.58
06/07/1960,2000,1.23
06/07/1960,1500,1.55
06/07/1960,500,1.42
06/07/1960,2600,1.52
16/08/1960,1000,
16/08/1960,2000,
16/08/1960,100,
16/08/1960,1500,
16/08/1960,2600,
16/08/1960,500,
06/09/1960,500,1.9
06/09/1960,1000,1.07
06/09/1960,2000,1.39
06/09/1960,1500,0.61
06/09/1960,100,0.77
06/09/1960,2600,3.26
18/10/1960,2000,
18/10/1960,2600,10.65
18/10/1960,500,1.29
18/10/1960,100,2.29
18/10/1960,1000,3
18/10/1960,1500,1.39
08/11/1960,100,6.26
08/11/1960,1500,1.03
08/11/1960,1000,1.49
08/11/1960,2600,9.04
08/11/1960,2000,
08/11/1960,500,2
15/12/1960,500,2.97
15/12/1960,2000,1.39
15/12/1960,1000,1.32
15/12/1960,1500,1.36
15/12/1960,100,1.39
15/12/1960,2600,1.36
27/01/1961,1500,0.94
27/01/1961,1000,0.84
27/01/1961,100,1.13
27/01/1961,2000,1.13
27/01/1961,500,0.81
27/01/1961,2600,1.68
15/02/1961,100,0.58
15/02/1961,2000,0.77
15/02/1961,500,0.61
15/02/1961,1000,0.81
15/02/1961,2600,1.19
15/02/1961,1500,0.74
13/03/1961,2000,1.13
13/03/1961,1500,0.71
13/03/1961,1000,0.68
13/03/1961,500,0.71
13/03/1961,100,0.65
13/03/1961,2600,1.03
12/04/1961,500,0.48
12/04/1961,1500,0.9
12/04/1961,1000,0.9
12/04/1961,2600,1
12/04/1961,2000,0.58
12/04/1961,100,1.81
25/05/1961,2600,1.26
25/05/1961,500,0.16
25/05/1961,1500,0.55
25/05/1961,100,0.23
25/05/1961,2000,0.55
25/05/1961,1000,0.42
12/06/1961,1000,0.61
12/06/1961,100,0.55
12/06/1961,2600,1.39
12/06/1961,500,0.52
12/06/1961,2000,1.49
12/06/1961,1500,0.65
12/07/1961,500,0.97
12/07/1961,1500,1.32
12/07/1961,2600,2.68
12/07/1961,100,0.65
12/07/1961,1000,1.78
12/07/1961,2000,2.45
02/08/1961,2600,0.77
02/08/1961,2000,1.68
02/08/1961,1500,
02/08/1961,1000,1.19
02/08/1961,500,0.97
02/08/1961,100,
07/09/1961,500,0.29
07/09/1961,2000,0.77
07/09/1961,100,0.26
07/09/1961,2600,1.36
07/09/1961,1500,1.23
07/09/1961,1000,0.36
11/10/1961,100,0.48
11/10/1961,1500,0.81
11/10/1961,2000,1.16
11/10/1961,2600,13.5
11/10/1961,1000,0.97
11/10/1961,500,0.32
16/11/1961,500,1.19
16/11/1961,1500,1.45
16/11/1961,2600,1.49
16/11/1961,1000,1.49
16/11/1961,2000,1.23
16/11/1961,100,1.19
14/12/1961,100,1.84
14/12/1961,500,1.58
14/12/1961,2000,1.29
14/12/1961,2600,1.71
14/12/1961,1000,2.03
14/12/1961,1500,1.39
06/03/1962,1000,1.71
06/03/1962,1500,1.74
06/03/1962,2600,1.45
06/03/1962,500,1.32
06/03/1962,100,1.13
06/03/1962,2000,2.49
27/03/1962,2600,1.65
27/03/1962,100,0.97
27/03/1962,2000,1.71
27/03/1962,500,1.55
27/03/1962,1500,1.42
27/03/1962,1000,1.55
18/04/1962,2600,1.16
18/04/1962,500,0.84
18/04/1962,1500,0.61
18/04/1962,1000,0.87
18/04/1962,100,1
18/04/1962,2000,1.03
09/05/1962,1000,0.65
09/05/1962,1500,1.61
09/05/1962,100,0.52
09/05/1962,500,0.39
09/05/1962,2600,1.68
09/05/1962,2000,1.23
24/05/1962,1000,0.74
24/05/1962,2600,6.01
24/05/1962,2000,0.65
24/05/1962,500,0.55
24/05/1962,1500,0.65
24/05/1962,100,0.9
21/06/1962,500,0.52
21/06/1962,1500,0.87
21/06/1962,100,0.61
21/06/1962,1000,0.87
21/06/1962,2000,1.61
21/06/1962,2600,1.29
18/07/1962,1500,0.58
18/07/1962,500,0.58
18/07/1962,2000,3.49
18/07/1962,2600,1.36
18/07/1962,100,0.52
18/07/1962,1000,1.29
15/08/1962,100,0.55
15/08/1962,2600,1.81
15/08/1962,1000,0.55
15/08/1962,2000,0.45
15/08/1962,500,0.9
15/08/1962,1500,0.26
05/09/1962,2600,1.29
05/09/1962,500,0.61
05/09/1962,1500,0.81
05/09/1962,100,0.97
05/09/1962,1000,1.1
05/09/1962,2000,0.9
10/10/1962,100,0.81
10/10/1962,1000,0.55
10/10/1962,500,0.81
10/10/1962,1500,0.36
10/10/1962,2000,0.71
10/10/1962,2600,1.97
25/10/1962,2600,2.29
25/10/1962,100,0.87
25/10/1962,500,0.87
25/10/1962,2000,0.61
25/10/1962,1000,0.87
25/10/1962,1500,
19/11/1962,1500,1.74
19/11/1962,2600,2.42
19/11/1962,100,2.29
19/11/1962,1000,2.07
19/11/1962,500,3.55
19/11/1962,2000,2.42
11/12/1962,2000,1.45
11/12/1962,1500,0.61
11/12/1962,2600,0.84
11/12/1962,500,0.97
11/12/1962,1000,0.94
11/12/1962,100,0.58
28/03/1963,2000,0.65
28/03/1963,1500,0.48
28/03/1963,1000,0.32
28/03/1963,2600,0.74
28/03/1963,500,0.55
28/03/1963,100,0.42
08/04/1963,2600,1.03
08/04/1963,2000,0.29
08/04/1963,500,0.19
08/04/1963,100,0.94
08/04/1963,1500,0.32
08/04/1963,1000,0.1
15/05/1963,1500,1.42
15/05/1963,2600,1.61
15/05/1963,100,0.87
15/05/1963,1000,0.87
15/05/1963,500,0.68
15/05/1963,2000,1.1
05/06/1963,2000,0.81
05/06/1963,1500,0.29
05/06/1963,1000,0.16
05/06/1963,500,0.13
05/06/1963,2600,1
05/06/1963,100,0.13
02/07/1963,1500,0.94
02/07/1963,2600,0.74
02/07/1963,500,0.9
02/07/1963,1000,3.23
02/07/1963,2000,0.74
02/07/1963,100,0.29
06/08/1963,2600,1.49
06/08/1963,100,0.97
06/08/1963,1000,0.71
06/08/1963,500,1.68
06/08/1963,1500,1.23
06/08/1963,2000,1.42
03/09/1963,2600,17.56
03/09/1963,2000,1.55
03/09/1963,500,0.65
03/09/1963,100,0.97
03/09/1963,1500,1.68
03/09/1963,1000,1.36
03/10/1963,2000,4.46
03/10/1963,1500,2.74
03/10/1963,1000,1.71
03/10/1963,100,5.49
03/10/1963,500,1.81
03/10/1963,2600,4.52
04/11/1963,500,3.16
04/11/1963,2000,4.04
04/11/1963,1000,1.78
04/11/1963,100,2.03
04/11/1963,1500,4.04
04/11/1963,2600,13.75
02/12/1963,100,0.81
