DATE,DEPTH,CTDSAL
30/05/1960,2600,23.6
30/05/1960,1500,18.7
21/06/1960,1500,18.3
21/06/1960,2000,20.9
21/06/1960,100,17.2
21/06/1960,500,17.3
21/06/1960,1000,17.3
21/06/1960,2600,23.3
06/07/1960,1000,19.9
06/07/1960,100,18.9
06/07/1960,2000,20.8
06/07/1960,1500,20.1
06/07/1960,500,19
06/07/1960,2600,24.8
16/08/1960,1000,19.7
16/08/1960,2000,21.1
16/08/1960,100,14.1
16/08/1960,1500,21.6
16/08/1960,2600,24.6
16/08/1960,500,15.6
06/09/1960,500,17
06/09/1960,1000,21.3
06/09/1960,2000,23.2
06/09/1960,1500,23.2
06/09/1960,100,16.6
06/09/1960,2600,24.3
18/10/1960,2000,15.7
18/10/1960,2600,23.4
18/10/1960,500,15.2
18/10/1960,100,15
18/10/1960,1000,15.3
18/10/1960,1500,15.6
08/11/1960,100,15.2
08/11/1960,1500,15.4
08/11/1960,1000,15.4
08/11/1960,2600,21.6
08/11/1960,2000,15.4
08/11/1960,500,15.4
15/12/1960,500,19.1
15/12/1960,2000,27.5
15/12/1960,1000,19.1
15/12/1960,1500,22.5
15/12/1960,100,19
15/12/1960,2600,27.8
27/01/1961,1500,20.4
27/01/1961,1000,20.4
27/01/1961,100,20.3
27/01/1961,2000,21.3
27/01/1961,500,20.4
27/01/1961,2600,26.1
15/02/1961,100,18.9
15/02/1961,2000,20
15/02/1961,500,18.9
15/02/1961,1000,19.6
15/02/1961,2600,21
15/02/1961,1500,19.7
13/03/1961,2000,21.7
13/03/1961,1500,20.3
13/03/1961,1000,19.5
13/03/1961,500,18.2
13/03/1961,100,17.2
13/03/1961,2600,22.5
12/04/1961,500,22.4
12/04/1961,1500,22.4
12/04/1961,1000,22.4
12/04/1961,2600,24.9
12/04/1961,2000,24.7
12/04/1961,100,22.2
25/05/1961,2600,23.2
25/05/1961,500,14.6
25/05/1961,1500,18.2
25/05/1961,100,13.4
25/05/1961,2000,22
25/05/1961,1000,15
12/06/1961,1000,15.8
12/06/1961,100,13.2
12/06/1961,2600,21.9
12/06/1961,500,13.6
12/06/1961,2000,20.8
12/06/1961,1500,17.7
12/07/1961,500,16.1
12/07/1961,1500,20.7
12/07/1961,2600,23.3
12/07/1961,100,16.1
12/07/1961,1000,17.5
12/07/1961,2000,21
02/08/1961,2600,22.8
02/08/1961,2000,22.6
02/08/1961,1500,21.9
02/08/1961,1000,17.3
02/08/1961,500,17.2
02/08/1961,100,16.8
07/09/1961,500,17.9
07/09/1961,2000,21.6
07/09/1961,100,17.3
07/09/1961,2600,23.1
07/09/1961,1500,20.8
07/09/1961,1000,19.2
11/10/1961,100,13.6
11/10/1961,1500,15.4
11/10/1961,2000,15.6
11/10/1961,2600,21.8
11/10/1961,1000,14.6
11/10/1961,500,14
16/11/1961,500,17.6
16/11/1961,1500,18.9
16/11/1961,2600,24.9
16/11/1961,1000,17.6
16/11/1961,2000,19.2
16/11/1961,100,17.4
14/12/1961,100,20.1
14/12/1961,500,20.3
14/12/1961,2000,23.5
14/12/1961,2600,23.9
14/12/1961,1000,22.3
14/12/1961,1500,23.2
06/03/1962,1000,20.4
06/03/1962,1500,20.4
06/03/1962,2600,20.6
06/03/1962,500,20.2
06/03/1962,100,20.1
06/03/1962,2000,20.4
27/03/1962,2600,20.1
27/03/1962,100,14.6
27/03/1962,2000,19.9
27/03/1962,500,16.3
27/03/1962,1500,19.1
27/03/1962,1000,18.6
18/04/1962,2600,21.1
18/04/1962,500,14.8
18/04/1962,1500,18.9
18/04/1962,1000,15.7
18/04/1962,100,14.7
18/04/1962,2000,19.3
09/05/1962,1000,15.4
09/05/1962,1500,17.1
09/05/1962,100,14.1
09/05/1962,500,14.3
09/05/1962,2600,19.5
09/05/1962,2000,19
24/05/1962,1000,17.8
24/05/1962,2600,19.9
24/05/1962,2000,19.5
24/05/1962,500,17.3
24/05/1962,1500,18.5
24/05/1962,100,17.3
21/06/1962,500,15.5
21/06/1962,1500,20
21/06/1962,100,15.3
21/06/1962,1000,19.5
21/06/1962,2000,21.5
21/06/1962,2600,22.2
18/07/1962,1500,21.1
18/07/1962,500,16.2
18/07/1962,2000,24.2
18/07/1962,2600,25.3
18/07/1962,100,15.3
18/07/1962,1000,16.6
15/08/1962,100,16.8
15/08/1962,2600,24.2
15/08/1962,1000,20.4
15/08/1962,2000,23.8
15/08/1962,500,16.9
15/08/1962,1500,20.8
05/09/1962,2600,23.9
05/09/1962,500,19.5
05/09/1962,1500,20.7
05/09/1962,100,19.5
05/09/1962,1000,20.7
05/09/1962,2000,22.8
10/10/1962,100,16.6
10/10/1962,1000,18.6
10/10/1962,500,18
10/10/1962,1500,18.9
10/10/1962,2000,19.9
10/10/1962,2600,23.4
25/10/1962,2600,20.6
25/10/1962,100,13.1
25/10/1962,500,13.4
25/10/1962,2000,19.8
25/10/1962,1000,17.7
25/10/1962,1500,19.2
19/11/1962,1500,17
19/11/1962,2600,17.3
19/11/1962,100,16.1
19/11/1962,1000,16.9
19/11/1962,500,16.8
19/11/1962,2000,17
11/12/1962,2000,16.8
11/12/1962,1500,16.6
11/12/1962,2600,18.7
11/12/1962,500,16.6
11/12/1962,1000,16.6
11/12/1962,100,16.5
28/03/1963,2000,17.7
28/03/1963,1500,17.2
28/03/1963,1000,16.5
28/03/1963,2600,17.7
28/03/1963,500,16.3
28/03/1963,100,15.9
08/04/1963,2600,17.7
08/04/1963,2000,15.9
08/04/1963,500,14.8
08/04/1963,100,14.8
08/04/1963,1500,15.7
08/04/1963,1000,15.2
15/05/1963,1500,18.6
15/05/1963,2600,24.3
15/05/1963,100,15.4
15/05/1963,1000,16.5
15/05/1963,500,15.4
15/05/1963,2000,20.8
05/06/1963,2000,24.5
05/06/1963,1500,18.3
05/06/1963,1000,18.3
05/06/1963,500,14.4
05/06/1963,2600,26
05/06/1963,100,12.7
02/07/1963,1500,23.4
02/07/1963,2600,26.3
02/07/1963,500,15.2
02/07/1963,1000,21.4
02/07/1963,2000,25.9
02/07/1963,100,14.7
06/08/1963,2600,27.3
06/08/1963,100,15.5
06/08/1963,1000,20
06/08/1963,500,17.3
06/08/1963,1500,22.7
06/08/1963,2000,26.2
03/09/1963,2600,26.5
03/09/1963,2000,25.2
03/09/1963,500,18.5
03/09/1963,100,18.2
03/09/1963,1500,23.1
03/09/1963,1000,21.6
03/10/1963,2000,25.4
03/10/1963,1500,24.2
03/10/1963,1000,21.1
03/10/1963,100,17.8
03/10/1963,500,17.8
03/10/1963,2600,25.5
04/11/1963,500,21.9
04/11/1963,2000,24.3
04/11/1963,1000,22
04/11/1963,100,21.9
04/11/1963,1500,22.7
04/11/1963,2600,25.7
02/12/1963,100,20.5
02/12/1963,2000,22
02/12/1963,2600,22.5
02/12/1963,1500,21.6
02/12/1963,500,20.5
02/12/1963,1000,20.5
04/02/1964,1500,19.2
04/02/1964,2000,19.7
04/02/1964,500,19.2
04/02/1964,100,19.1
04/02/1964,2600,20.6
04/02/1964,1000,19.2
25/02/1964,2000,20.7
25/02/1964,100,19.5
25/02/1964,1000,19.5
25/02/1964,2600,21.4
25/02/1964,500,19.5
25/02/1964,1500,20
17/03/1964,100,14.9
17/03/1964,2000,18.2
17/03/1964,1000,15.4
17/03/1964,1500,17.7
17/03/1964,2600,19.8
17/03/1964,500,14.9
07/04/1964,1000,
07/04/1964,100,14.7
07/04/1964,1500,
07/04/1964,2000,15.6
07/04/1964,2600,16.8
07/04/1964,500,14.7
13/05/1964,500,15.9
13/05/1964,1500,21.2
13/05/1964,2600,25.8
13/05/1964,100,15.1
13/05/1964,2000,24.3
13/05/1964,1000,19.6
09/06/1964,1500,18.5
09/06/1964,500,15.4
09/06/1964,100,
09/06/1964,1000,16.5
09/06/1964,2000,19.6
09/06/1964,2600,24.1
21/07/1964,1000,19.4
21/07/1964,2600,26.8
21/07/1964,1500,22.8
21/07/1964,500,17.8
21/07/1964,100,16.7
21/07/1964,2000,25.6
27/08/1964,500,17.1
27/08/1964,1000,18.8
27/08/1964,2000,24.3
27/08/1964,1500,22.5
27/08/1964,100,15.6
27/08/1964,2600,25.2
10/09/1964,100,17.1
10/09/1964,1500,19.5
10/09/1964,1000,17.2
10/09/1964,2600,24.9
10/09/1964,500,17.1
10/09/1964,2000,24
20/10/1964,500,18.4
20/10/1964,1000,18.4
20/10/1964,2000,22.7
20/10/1964,2600,23.8
20/10/1964,100,18.3
20/10/1964,1500,19.2
17/11/1964,500,19.6
17/11/1964,2600,21.5
17/11/1964,2000,20.3
17/11/1964,1000,19.6
17/11/1964,100,19.5
17/11/1964,1500,19.7
15/12/1964,500,20.9
15/12/1964,2600,22.6
15/12/1964,1000,21.2
15/12/1964,100,20.8
15/12/1964,2000,22
15/12/1964,1500,21.4
19/01/1965,1000,20.1
19/01/1965,2600,21
19/01/1965,1500,20.5
19/01/1965,500,20.1
19/01/1965,2000,20.7
19/01/1965,100,20
17/02/1965,1500,16.2
17/02/1965,100,16.2
17/02/1965,1000,16.2
17/02/1965,500,16.2
17/02/1965,2000,19.2
17/02/1965,2600,19.3
16/03/1965,2000,18.2
16/03/1965,500,16.8
16/03/1965,2600,18.5
16/03/1965,1000,17.9
16/03/1965,100,16.4
16/03/1965,1500,17.9
24/04/1965,1000,15.1
24/04/1965,2000,16.5
24/04/1965,500,14
24/04/1965,1500,16
24/04/1965,2600,17.8
24/04/1965,100,13.3
11/05/1965,500,12.2
11/05/1965,2000,15.5
11/05/1965,100,12.2
11/05/1965,1500,13.6
11/05/1965,1000,13.2
11/05/1965,2600,16.7
15/06/1965,100,13.1
15/06/1965,2600,19.4
15/06/1965,1500,16.5
15/06/1965,2000,18.6
15/06/1965,500,13.1
15/06/1965,1000,13.1
21/07/1965,2600,25.4
21/07/1965,100,18.6
21/07/1965,1000,21.7
21/07/1965,500,18.6
21/07/1965,1500,22.6
21/07/1965,2000,24.7
24/08/1965,1500,20.2
24/08/1965,100,17.2
24/08/1965,2600,23.8
24/08/1965,500,17.9
24/08/1965,1000,19.1
24/08/1965,2000,23.5
07/09/1965,1000,17.8
07/09/1965,2000,22.8
07/09/1965,2600,23.4
07/09/1965,100,17
07/09/1965,500,17
07/09/1965,1500,18.8
05/10/1965,1000,18
05/10/1965,100,
05/10/1965,2600,23.2
05/10/1965,2000,22.2
05/10/1965,1500,20.1
05/10/1965,500,17.9
02/11/1965,2000,21
02/11/1965,2600,21.3
02/11/1965,100,18.9
02/11/1965,1000,19.5
02/11/1965,500,19
02/11/1965,1500,20.5
07/12/1965,1000,19.1
07/12/1965,1500,19.1
07/12/1965,2600,19.1
07/12/1965,2000,19.1
07/12/1965,500,19.1
07/12/1965,100,19
18/01/1966,100,18.2
18/01/1966,1500,18.3
18/01/1966,500,18.2
18/01/1966,2600,18.3
18/01/1966,2000,18.3
18/01/1966,1000,18.3
14/02/1966,2600,16.5
14/02/1966,1500,16.4
14/02/1966,1000,16.4
14/02/1966,2000,16.4
14/02/1966,500,16.4
14/02/1966,100,16.4
14/03/1966,1500,16.4
14/03/1966,500,16.4
14/03/1966,1000,16.4
14/03/1966,2000,18.3
14/03/1966,2600,20.9
14/03/1966,100,16.3
05/04/1966,2000,24.3
05/04/1966,1500,23.8
05/04/1966,100,20.2
05/04/1966,2600,
05/04/1966,1000,21.5
05/04/1966,500,20.2
10/05/1966,1500,18.7
10/05/1966,2000,20.3
10/05/1966,2600,20.7
10/05/1966,1000,17
10/05/1966,500,16
10/05/1966,100,14.7
23/06/1966,500,14.6
23/06/1966,100,14.5
23/06/1966,1500,16.7
23/06/1966,2600,23.4
23/06/1966,2000,20.1
23/06/1966,1000,15.6
12/07/1966,2000,23.6
12/07/1966,2600,24.6
12/07/1966,1500,22.7
12/07/1966,1000,19
12/07/1966,500,14.5
12/07/1966,100,14.5
02/08/1966,100,19.7
02/08/1966,500,20.4
02/08/1966,1000,22.4
02/08/1966,2600,24.3
02/08/1966,2000,23.9
02/08/1966,1500,
05/09/1966,500,16.4
05/09/1966,1000,16.9
05/09/1966,1500,19.7
05/09/1966,2000,23.2
05/09/1966,2600,23.7
05/09/1966,100,16.3
03/10/1966,2600,23.8
03/10/1966,1000,20.9
03/10/1966,1500,22.4
03/10/1966,500,19.6
03/10/1966,2000,23.1
03/10/1966,100,18.2
31/10/1966,2600,19.8
31/10/1966,2000,17.5
31/10/1966,100,14
31/10/1966,1000,15.3
31/10/1966,500,14.3
31/10/1966,1500,15.5
06/12/1966,1000,16.9
06/12/1966,2600,20.8
06/12/1966,100,16.9
06/12/1966,1500,19.2
06/12/1966,500,16.9
06/12/1966,2000,20.3
10/01/1967,1500,19.8
10/01/1967,1000,19.2
10/01/1967,500,17.7
10/01/1967,2600,22.2
10/01/1967,100,17.7
10/01/1967,2000,20.6
07/02/1967,2600,21.6
07/02/1967,500,17.8
07/02/1967,1000,18.1
07/02/1967,1500,18.2
07/02/1967,100,16.7
07/02/1967,2000,19.1
06/03/1967,2000,18.4
06/03/1967,2600,18.4
06/03/1967,500,17.8
06/03/1967,100,17.8
06/03/1967,1000,17.8
06/03/1967,1500,17.9
05/04/1967,100,19.9
05/04/1967,2600,24.2
05/04/1967,500,19.9
05/04/1967,1000,20.5
05/04/1967,2000,23.9
05/04/1967,1500,22.7
08/05/1967,1000,15.8
08/05/1967,100,14.7
08/05/1967,1500,19.1
08/05/1967,2600,22.7
08/05/1967,500,15.5
08/05/1967,2000,20.5
05/06/1967,500,14.2
05/06/1967,2600,21
05/06/1967,2000,18.2
05/06/1967,1000,14.4
05/06/1967,100,14.2
05/06/1967,1500,16.1
03/07/1967,2000,18.8
03/07/1967,1000,14.7
03/07/1967,500,13.9
03/07/1967,1500,17.6
03/07/1967,100,12.9
03/07/1967,2600,19.3
01/08/1967,100,12.2
01/08/1967,2000,19
01/08/1967,2600,20.6
01/08/1967,1500,16.8
01/08/1967,500,13.2
01/08/1967,1000,14.8
18/09/1967,100,13.8
18/09/1967,2000,21.3
18/09/1967,500,14
18/09/1967,2600,22.9
18/09/1967,1000,17.1
18/09/1967,1500,17.8
10/10/1967,2600,21.6
10/10/1967,500,16.7
10/10/1967,1500,19
10/10/1967,100,16.7
10/10/1967,1000,18
10/10/1967,2000,21.4
06/11/1967,2600,22.1
06/11/1967,100,20.7
06/11/1967,2000,21.3
06/11/1967,500,20.7
06/11/1967,1500,20.8
06/11/1967,1000,20.7
04/12/1967,2600,20.7
04/12/1967,1500,19.8
04/12/1967,1000,19.7
04/12/1967,100,19.7
04/12/1967,500,19.7
04/12/1967,2000,19.9
08/01/1968,1000,19
08/01/1968,1500,19
08/01/1968,500,19
08/01/1968,100,19
08/01/1968,2000,19
08/01/1968,2600,19
29/01/1968,500,17.8
29/01/1968,1000,17.8
29/01/1968,2600,18
29/01/1968,100,17.8
29/01/1968,1500,17.9
29/01/1968,2000,17.9
20/02/1968,2000,17.7
20/02/1968,100,16.5
20/02/1968,500,16.5
20/02/1968,1000,16.9
20/02/1968,1500,17.6
20/02/1968,2600,17.8
18/03/1968,1500,16.1
18/03/1968,2000,16.1
18/03/1968,100,16.1
18/03/1968,1000,16.1
18/03/1968,500,16.1
18/03/1968,2600,16.3
02/04/1968,2600,19.5
02/04/1968,100,16.9
02/04/1968,500,16.9
02/04/1968,2000,19.4
02/04/1968,1000,16.9
02/04/1968,1500,17.7
06/05/1968,2600,18.3
06/05/1968,500,15.3
06/05/1968,1500,16.9
06/05/1968,1000,16.5
06/05/1968,2000,18
06/05/1968,100,14.3
12/06/1968,100,10.1
12/06/1968,1500,15.8
12/06/1968,500,10.1
12/06/1968,2000,17
12/06/1968,2600,17.5
12/06/1968,1000,11.8
03/07/1968,1500,18.7
03/07/1968,2000,21
03/07/1968,2600,22
03/07/1968,1000,16.9
03/07/1968,100,12.9
03/07/1968,500,12.9
19/08/1968,100,13.9
19/08/1968,1500,16.5
19/08/1968,500,14
19/08/1968,1000,14.5
19/08/1968,2600,21.9
19/08/1968,2000,20.8
16/09/1968,500,13.8
16/09/1968,1500,13.8
16/09/1968,2600,22
16/09/1968,100,13.8
16/09/1968,2000,13.9
16/09/1968,1000,13.8
21/10/1968,2600,23.5
21/10/1968,1500,22.2
21/10/1968,1000,20.9
21/10/1968,100,20.6
21/10/1968,500,20.7
21/10/1968,2000,
18/11/1968,2600,20.2
18/11/1968,1000,20.1
18/11/1968,100,20.1
18/11/1968,1500,20.1
18/11/1968,500,20.1
18/11/1968,2000,20.2
19/12/1968,500,18.5
19/12/1968,100,18.5
19/12/1968,1500,18.5
19/12/1968,2000,19.3
19/12/1968,1000,18.5
19/12/1968,2600,19.8
14/01/1969,1000,18.1
14/01/1969,1500,18.7
14/01/1969,500,18.1
14/01/1969,100,18.1
14/01/1969,2600,20.9
14/01/1969,2000,19.5
25/02/1969,1000,19.6
25/02/1969,1500,19.6
25/02/1969,2000,19.6
25/02/1969,100,19.5
25/02/1969,2600,21.9
25/02/1969,500,19.5
24/03/1969,100,17.4
24/03/1969,1500,17.5
24/03/1969,2000,17.9
24/03/1969,500,17.4
24/03/1969,1000,17.4
24/03/1969,2600,18
22/04/1969,100,17.7
22/04/1969,1500,17.8
22/04/1969,2000,18.4
22/04/1969,500,17.7
22/04/1969,2600,18.6
22/04/1969,1000,17.7
13/05/1969,500,16.8
13/05/1969,100,15
13/05/1969,1500,17.5
13/05/1969,2600,21.1
13/05/1969,1000,17.4
13/05/1969,2000,19.3
18/06/1969,1000,16.7
18/06/1969,500,15.5
18/06/1969,2000,20.3
18/06/1969,2600,21
18/06/1969,100,14.3
18/06/1969,1500,18.6
23/07/1969,2600,24.8
23/07/1969,2000,23.9
23/07/1969,100,14.9
23/07/1969,500,16.4
23/07/1969,1000,20.3
23/07/1969,1500,21.4
15/08/1969,1000,15.2
15/08/1969,2000,17.8
15/08/1969,500,14.6
15/08/1969,2600,24.7
15/08/1969,100,14.1
15/08/1969,1500,15.7
09/09/1969,2000,21.5
09/09/1969,2600,22.8
09/09/1969,1000,15.4
09/09/1969,500,15.4
09/09/1969,100,15.4
09/09/1969,1500,16.8
06/10/1969,2000,19.5
06/10/1969,1000,17.7
06/10/1969,1500,17.8
06/10/1969,2600,23
06/10/1969,500,17.4
06/10/1969,100,17.3
05/11/1969,2600,22.4
05/11/1969,500,19.3
05/11/1969,1500,19.6
05/11/1969,2000,20.8
05/11/1969,100,19.3
05/11/1969,1000,19.3
02/12/1969,100,21.4
02/12/1969,500,21.4
02/12/1969,1000,21.4
02/12/1969,2600,21.5
02/12/1969,1500,21.4
02/12/1969,2000,21.4
07/01/1970,100,15.8
07/01/1970,500,16.2
07/01/1970,2000,19.6
07/01/1970,1000,16.8
07/01/1970,2600,20
07/01/1970,1500,17.8
04/02/1970,500,17
04/02/1970,100,17
04/02/1970,1500,17.1
04/02/1970,2600,20
04/02/1970,1000,17
04/02/1970,2000,25
16/03/1970,100,17
16/03/1970,2000,25
16/03/1970,500,17
16/03/1970,2600,20
16/03/1970,1500,17.1
16/03/1970,1000,17
06/04/1970,1000,17
06/04/1970,2000,25
06/04/1970,1500,17.1
06/04/1970,100,17
06/04/1970,2600,20
06/04/1970,500,17
19/05/1970,100,17
19/05/1970,1500,17.1
19/05/1970,2000,25
19/05/1970,2600,21.8
19/05/1970,1000,17
19/05/1970,500,17
09/06/1970,2600,21.4
09/06/1970,500,15.2
09/06/1970,2000,19.9
09/06/1970,100,15.2
09/06/1970,1000,17.5
09/06/1970,1500,18.6
14/07/1970,2600,
14/07/1970,100,17
14/07/1970,1000,
14/07/1970,500,17.1
14/07/1970,2000,20.2
14/07/1970,1500,19
20/08/1970,500,16.5
20/08/1970,2000,23.7
20/08/1970,1000,19.7
20/08/1970,2600,24.2
20/08/1970,1500,22.1
20/08/1970,100,16.4
29/09/1970,500,20.2
29/09/1970,1500,21.9
29/09/1970,100,17.8
29/09/1970,1000,21.1
29/09/1970,2000,22.2
29/09/1970,2600,23.1
15/10/1970,100,17.8
15/10/1970,500,17.9
15/10/1970,2000,21.2
15/10/1970,2600,
15/10/1970,1500,19.2
15/10/1970,1000,17.9
02/11/1970,2000,18.8
02/11/1970,100,18.6
02/11/1970,500,18.6
02/11/1970,1500,18.6
02/11/1970,2600,19.9
02/11/1970,1000,18.6
01/12/1970,500,19.8
01/12/1970,2600,21.3
01/12/1970,1000,19.8
01/12/1970,100,19.8
01/12/1970,2000,21.1
01/12/1970,1500,20.6
19/01/1971,500,18
19/01/1971,1500,18.7
19/01/1971,2600,19.4
19/01/1971,100,18
19/01/1971,2000,19
19/01/1971,1000,18
10/02/1971,1000,17
10/02/1971,1500,17
10/02/1971,2000,17.8
10/02/1971,100,16.9
10/02/1971,2600,18.4
10/02/1971,500,17
11/03/1971,2600,17.1
11/03/1971,1500,15.4
11/03/1971,2000,15.9
11/03/1971,100,15.4
11/03/1971,500,15.4
11/03/1971,1000,15.4
07/04/1971,1500,15.8
07/04/1971,2000,16.2
07/04/1971,1000,15.6
07/04/1971,2600,16.9
07/04/1971,500,15.2
07/04/1971,100,14.9
10/05/1971,500,14.4
10/05/1971,1500,15.1
10/05/1971,100,14.4
10/05/1971,2000,15.8
10/05/1971,1000,14.5
10/05/1971,2600,16.4
08/06/1971,500,14
08/06/1971,1500,14.3
08/06/1971,1000,14.1
08/06/1971,100,13.8
08/06/1971,2000,14.5
08/06/1971,2600,15.8
13/07/1971,2000,22.2
13/07/1971,100,13.1
13/07/1971,1500,17.7
13/07/1971,2600,25.7
13/07/1971,500,13.1
13/07/1971,1000,13.2
01/09/1971,1000,17
01/09/1971,100,17
01/09/1971,500,17
01/09/1971,1500,19.4
01/09/1971,2600,24.2
01/09/1971,2000,23.2
05/10/1971,2000,20.3
05/10/1971,500,16.5
05/10/1971,2600,23.1
05/10/1971,1500,16.5
05/10/1971,100,16.5
05/10/1971,1000,16.5
04/11/1971,1000,21.5
04/11/1971,1500,22.2
04/11/1971,2000,22.6
04/11/1971,500,20.8
04/11/1971,2600,23.1
04/11/1971,100,20.7
06/12/1971,2000,20.9
06/12/1971,1500,20.9
06/12/1971,100,20.9
06/12/1971,2600,20.9
06/12/1971,500,20.9
06/12/1971,1000,20.9
11/01/1972,2000,20.9
11/01/1972,1500,20.7
11/01/1972,1000,20.6
11/01/1972,100,20.6
11/01/1972,500,20.6
11/01/1972,2600,21
08/02/1972,2000,18.2
08/02/1972,2000,18.3
08/02/1972,1000,18
08/02/1972,100,17.8
08/02/1972,500,17.9
08/02/1972,2600,19.8
08/02/1972,2500,19.5
08/02/1972,1500,18
08/02/1972,2200,19
08/03/1972,1800,16.7
08/03/1972,2300,17
08/03/1972,100,16.5
08/03/1972,2500,17.1
08/03/1972,1500,16.5
08/03/1972,2000,16.7
08/03/1972,2600,17.7
08/03/1972,500,16.5
08/03/1972,1000,16.5
04/04/1972,2000,22.4
04/04/1972,2600,22.4
04/04/1972,100,15.6
04/04/1972,1500,21.5
04/04/1972,500,15.6
04/04/1972,1000,17.3
05/05/1972,1300,19.4
05/05/1972,500,16.8
05/05/1972,1500,21.2
05/05/1972,2600,22.8
05/05/1972,800,16.8
05/05/1972,1000,18.6
05/05/1972,2000,22.3
05/05/1972,1700,21.9
05/05/1972,100,16.8
12/06/1972,1000,18.2
12/06/1972,500,15.6
12/06/1972,2000,20.7
12/06/1972,500,15.9
12/06/1972,400,15.6
12/06/1972,2600,21.6
12/06/1972,1500,19.8
12/06/1972,100,15.3
17/08/1972,1000,20
17/08/1972,500,18.8
17/08/1972,2000,24.7
17/08/1972,100,13.9
17/08/1972,2600,26.4
17/08/1972,1500,22
11/09/1972,1900,23.3
11/09/1972,500,13.9
11/09/1972,1400,14.5
11/09/1972,2000,24.2
11/09/1972,1500,15.1
11/09/1972,2600,26.4
11/09/1972,1000,14.2
11/09/1972,100,13.5
11/09/1972,1700,20.1
16/10/1972,1300,15.4
16/10/1972,1000,14.6
16/10/1972,100,14.4
16/10/1972,1800,20.7
16/10/1972,1500,17.5
16/10/1972,500,14.5
16/10/1972,2600,25.8
16/10/1972,2000,21.8
16/10/1972,2100,23.4
08/11/1972,1500,21.4
08/11/1972,2600,24.9
08/11/1972,2000,24.4
08/11/1972,900,19
08/11/1972,500,18
08/11/1972,1000,19.4
08/11/1972,100,17.9
08/11/1972,700,18.5
30/11/1972,2600,23.7
30/11/1972,1000,21.4
30/11/1972,2000,22.9
30/11/1972,500,21.3
30/11/1972,1500,21.9
30/11/1972,100,21.3
11/01/1973,2600,21.5
11/01/1973,1000,19.9
11/01/1973,1500,20.7
11/01/1973,2000,21.1
11/01/1973,100,11.7
11/01/1973,500,18.4
06/02/1973,2600,20
06/02/1973,1500,17.9
06/02/1973,1300,17.4
06/02/1973,500,16.3
06/02/1973,2000,18.2
06/02/1973,1000,17.2
06/02/1973,100,16.3
06/02/1973,1100,17.3
06/02/1973,1700,18
07/03/1973,1100,19.7
07/03/1973,1300,20.3
07/03/1973,1000,19.4
07/03/1973,100,19.3
07/03/1973,2000,22.2
07/03/1973,1400,20.5
07/03/1973,500,19.3
07/03/1973,2600,22.6
07/03/1973,1500,21
02/04/1973,2000,21.3
02/04/1973,1000,20.4
02/04/1973,2600,22.2
02/04/1973,100,20.1
02/04/1973,1500,20.6
02/04/1973,500,20.2
02/05/1973,100,18.1
02/05/1973,500,18.2
02/05/1973,1000,18.9
02/05/1973,2600,20.8
02/05/1973,1500,20
02/05/1973,1300,19.6
02/05/1973,2000,20.4
28/05/1973,100,12.1
28/05/1973,2600,20
28/05/1973,500,15.5
28/05/1973,200,12.1
28/05/1973,1000,16.8
28/05/1973,400,15.2
28/05/1973,2000,18.9
28/05/1973,1500,18.3
05/07/1973,1000,14.3
05/07/1973,1100,14.3
05/07/1973,1300,13.8
05/07/1973,2600,19.7
05/07/1973,500,13.4
05/07/1973,100,13.3
05/07/1973,2000,16
05/07/1973,1500,14.4
30/07/1973,1500,19.5
30/07/1973,100,13.9
30/07/1973,1400,14.7
30/07/1973,2000,20.2
30/07/1973,900,13.9
30/07/1973,1000,13.9
30/07/1973,2600,20.8
30/07/1973,1200,14.1
30/07/1973,500,13.9
05/09/1973,500,16
05/09/1973,2600,22.6
05/09/1973,100,15.7
05/09/1973,1500,17.6
05/09/1973,2000,20.1
05/09/1973,1000,17.1
05/10/1973,2600,21.6
05/10/1973,1000,17.5
05/10/1973,500,16.9
05/10/1973,100,16.9
05/10/1973,1500,18.4
05/10/1973,2000,20.1
31/10/1973,100,17.3
31/10/1973,1800,17.4
31/10/1973,1500,17.3
31/10/1973,500,17.3
31/10/1973,1000,17.3
31/10/1973,2000,20.1
31/10/1973,2600,20.3
05/12/1973,1500,21.2
05/12/1973,2600,21.3
05/12/1973,1000,21.1
05/12/1973,2000,21.2
05/12/1973,100,21.1
05/12/1973,500,21.1
10/01/1974,100,21.1
10/01/1974,500,21.2
10/01/1974,1000,21.5
10/01/1974,2600,22.4
10/01/1974,1500,21.6
10/01/1974,2000,22.1
06/02/1974,1500,20.6
06/02/1974,100,19
06/02/1974,1000,20.2
06/02/1974,2600,21
06/02/1974,2000,20.8
06/02/1974,500,20.2
13/03/1974,100,17.3
13/03/1974,1500,17.4
13/03/1974,1000,17.3
13/03/1974,2600,17.4
13/03/1974,500,17.3
13/03/1974,2000,17.4
05/04/1974,1000,16
05/04/1974,500,15.8
05/04/1974,2600,16.8
05/04/1974,2000,16.2
05/04/1974,100,15.8
05/04/1974,1500,16.1
13/05/1974,500,15.3
13/05/1974,2000,15.4
13/05/1974,2600,17.2
13/05/1974,2200,15.4
13/05/1974,1500,15.3
13/05/1974,2400,15.8
13/05/1974,1000,15.3
13/05/1974,100,15.3
05/06/1974,500,15.3
05/06/1974,1000,15.3
05/06/1974,1500,15.3
05/06/1974,1700,17
05/06/1974,2000,19.4
05/06/1974,2100,20
05/06/1974,1400,15.3
